,Query,Cosine Similarity
253,i have the flu,0.60985076
254,flu while pregnant,0.6092153
255,cough nhs,0.60881215
256,flu vaccine 2016,0.6083386
257,flu jab child,0.6079212
258,flu when pregnant,0.60764277
259,best flu remedies,0.6074897
260,asian flu,0.6066617
261,flu recovery time,0.60521895
262,nhs england,0.604335
263,flu mexico,0.60397196
264,flu during pregnancy,0.6039252
265,nhs covid,0.6036908
266,symptoms of the flu,0.6019049
267,flu vaccine 2020,0.6015125
268,flu or coronavirus,0.6014258
269,flu or cold or covid,0.60123277
270,swine flu update,0.6007672
271,flu nasal spray,0.60067606
272,symptoms of flu,0.60047317
273,how to treat flu,0.5986192
274,dog flu,0.5984056
275,the spanish flu,0.59823513
276,flu or cold test,0.5978997
277,swine flu 2016,0.5975425
278,how to recover from flu,0.59685326
279,how to cure the flu,0.59670717
280,flu contagious period,0.5963458
281,flu vaccine near me,0.5961827
282,flu symptoms 2022,0.5956023
283,after effects of flu,0.59527516
284,flu in toddlers,0.59522676
285,remedies for flu,0.5948726
286,uk nhs,0.5947903
287,flu jab for children,0.59475243
288,how many people die of flu each year uk,0.5947274
289,book flu vaccine,0.59424865
290,lloyds pharmacy flu jab,0.59273976
291,influenza b virus,0.59252226
292,cough after flu,0.5912446
293,is flu contagious,0.59088045
294,swine flu pandemic,0.59082794
295,influenza symptoms,0.59070534
296,flu home remedies,0.59044933
297,best remedies for flu,0.5904091
298,influenza type a,0.58875537
299,antiviral for flu,0.58840936
300,flu jab for child,0.58791
301,how to treat the flu,0.5874814
302,antivirals for flu,0.58746326
303,aussie flu symptoms 2017,0.586718
304,how to get rid of flu,0.58623666
305,is the flu contagious,0.58614147
306,swine flu latest,0.58482397
307,live flu vaccine,0.583709
308,should i have the flu jab,0.5829916
309,cold or flu quiz,0.5827054
310,about swine flu,0.5826301
311,how long flu,0.58258414
312,spanish flu pandemic,0.58249843
313,hong kong flu,0.5822582
314,nhs hayfever,0.5818804
315,flu vaccine for children,0.58187807
316,flu vaccine children,0.58159226
317,h1n1 flu,0.5813738
318,swine flu news,0.5810948
319,swine flu cases,0.5799063
320,what to take for flu,0.5797791
321,flu symptoms last,0.5796032
322,do i have a cold or flu,0.57829326
323,how to get rid of the flu,0.5782662
324,australian flu symptoms,0.57798773
325,where can i get flu jab,0.577797
326,flu vaccine for child,0.57758456
327,baby flu jab,0.5774783
328,how to get rid of a flu,0.5772985
329,do i have flu or cold,0.57721114
330,flu vaccine baby,0.57719994
331,how to get over flu,0.57614666
332,flu symptoms in adults,0.57577074
333,flu jab with a cold,0.57500535
334,antiviral drugs for flu,0.57464325
335,nhs vaccine,0.57457185
336,flu in early pregnancy,0.57395065
337,child flu spray,0.5739008
338,spanish influenza,0.5728597
339,flu symptoms child,0.57248324
340,green book influenza,0.57201266
341,swine flu treatment,0.5716588
342,cold and flu medicine,0.5711124
343,cold and flu relief,0.57096004
344,bird flu,0.5709385
345,nhs non emergency,0.5705936
346,cold flu or covid,0.5697471
347,illnesses,0.5687728
348,home remedies for flu,0.56868374
349,flu vaccine pregnancy,0.5668108
350,flu incubation period,0.56657755
351,nasal flu vaccine,0.5655372
352,what is man flu,0.5654247
353,distributing vaccines and treatments for covid-19 and flu,0.5647337
354,pig flu,0.5645764
355,avian influenza,0.56455386
356,aussie flu symptoms,0.5641978
357,how to get over the flu,0.5639042
358,nhs emergency,0.56358147
359,flu vaccine pregnant,0.5632452
360,nhs covid vaccination,0.56316936
361,h1n1 influenza,0.56305605
362,tesco pharmacy flu jab,0.5621506
363,spanish flu,0.56211174
364,boots flu,0.5619046
365,what are the symptoms of the flu,0.5615591
366,flu sore throat,0.5613854
367,best cold and flu medicine,0.56088483
368,swine flu outbreak,0.5607317
369,what is the flu vaccine,0.5606692
370,flu vs coronavirus,0.55951095
371,stomach flu contagious,0.5589044
372,flu jab pregnancy,0.5586288
373,difference between a cold and flu,0.5586076
374,child flu vaccine,0.5575589
375,is the flu jab safe,0.55751383
376,flu jab pregnant,0.55705947
377,flu like symptoms,0.5567888
378,hay fever uk,0.55609524
379,flu how long does it last,0.5556636
380,seasonal flu vaccine,0.5544709
381,gp nhs,0.5541668
382,symptoms of australian flu,0.55406606
383,flu symptoms in children,0.55340654
384,what are the symptoms of flu,0.5534044
385,healthcare uk,0.55338645
386,swine flu virus,0.55317134
387,boots cold and flu,0.55228114
388,swine flu game,0.5521077
389,nhs news,0.5519965
390,early flu symptoms,0.55185515
391,swine flu jab,0.5516886
392,cold nhs,0.5514344
393,incubation period for flu,0.55141115
394,what are flu symptoms,0.55082965
395,how to get rid of flu fast,0.55041665
396,lemsip cold and flu,0.54973936
397,symptoms nhs,0.5483993
398,superdrug flu jab,0.54832286
399,flu vaccine ingredients,0.54825926
400,symptoms of aussie flu,0.54775316
401,swine flu map,0.5474414
402,illness,0.54725313
403,avian flu,0.54716265
404,beechams flu plus,0.54658735
405,nhs covid vaccine,0.5464296
406,should i get a flu shot,0.5463756
407,boots flu jabs,0.5463163
408,tesco flu jab,0.5461408
409,nhs professionals,0.54612494
410,boots flu vaccine,0.5461232
411,swine flu spread,0.54541355
412,coronavirus cold or flu,0.5449234
413,spanish flu epidemic,0.5445031
414,flu jab reactions,0.54363036
415,symptoms of influenza,0.5432855
416,nhs norovirus,0.54296607
417,nhs choices,0.5428275
418,best medicine for cold and flu,0.54167306
419,boots flu jab 2020,0.5415845
420,swine flu vaccine,0.54144454
421,reaction to flu jab,0.54132444
422,nhs scotland,0.5402472
423,flu jab vaccine,0.53895277
424,cold and flu tablets,0.5384387
425,natural remedies for flu,0.5378404
426,benylin 4 flu tablets,0.5366762
427,flue,0.53637797
428,flu side effects,0.53591186
429,how many people die from flu,0.5358477
430,hospital uk,0.5355014
431,baby swine flu,0.5350296
432,lemsip max cold and flu,0.53498083
433,natural flu remedies,0.53492165
434,when is flu contagious,0.5349208
435,nhs call,0.53489697
436,nurofen cold and flu,0.533681
437,side effects of flu,0.53352857
438,swine flu vaccination,0.533358
439,nhs chicken pox,0.5328459
440,tattoo flu,0.532761
441,baby nhs,0.5319537
442,what is influenza b,0.5315199
443,gastric flu,0.5315089
444,flu jab cost,0.53079265
445,boots flu jab,0.53050923
446,coronavirus nhs,0.5302272
447,ebola,0.530163
448,swine flu epidemic,0.5298413
449,flu vaccine in pregnancy,0.52940357
450,flu virus symptoms,0.52868676
451,nhs chest infection,0.52794963
452,croydon health services,0.52735996
453,british medical,0.5266501
454,difference between cold and flu,0.526566
455,ebola disease,0.526242
456,nhs job,0.5240077
457,bird flu pandemic,0.5236859
458,flu shot reactions,0.5229509
459,nhs boss,0.5229127
460,mayo health clinic,0.5223727
461,gesundheit hospital,0.52225703
462,cheerleader flu shot,0.5215392
463,nhs health checker,0.5214541
464,flu vaccine for pregnant,0.5213394
465,how long does the flu last,0.5212134
466,flu jab in pregnancy,0.52090394
467,clinical infectious diseases,0.5208297
468,how long does flu last,0.5207752
469,flu b symptoms,0.5195984
470,mayo clinic,0.5194775
471,swine flu symptoms checker,0.51877654
472,healthcare,0.51848674
473,flu jab while pregnant,0.5182332
474,fever,0.5171979
475,swine flu facts,0.516958
476,ebola crisis,0.5162892
477,flu vaccine when pregnant,0.5162521
478,nhs vaccine booking,0.51585364
479,what is the swine flu,0.5152675
480,hospital london,0.51427484
481,avian flu latest,0.5141368
482,effects of flu jab,0.5136078
483,hospital,0.51352894
484,how long can flu last,0.5130858
485,what to eat when you have the flu,0.51150584
486,hospitals,0.51049656
487,queen elizabeth hospital,0.5104527
488,nhs direct,0.50924253
489,ebola outbreak,0.50868237
490,hay fever season uk,0.5085161
491,westminster hospital,0.5076539
492,swine flu antiviral,0.5074723
493,the mayo clinic,0.5074655
494,royal hospital,0.5074259
495,patient uk,0.5071585
496,cold or flu symptoms,0.5071245
497,coronavirus or flu or cold,0.50646245
498,nhs swine,0.5062568
499,how long to recover from flu,0.5061188
500,bird flu virus,0.5057084
501,ncov nhs,0.5051503
502,nhs number,0.5046233
503,arthritis uk,0.50448656
504,medical uk,0.50441355
505,nhs diagnose yourself,0.50431323
506,news ebola,0.5036261
507,virus ebola,0.50356543
508,flu jab when pregnant,0.5034096
509,how long does a flu last,0.5028628
510,balanced flue,0.5027153
511,nhs mail,0.5026714
512,royal london hospital,0.50265956
513,sickness virus,0.50251454
514,lemsip cold and flu capsules,0.50195765
515,hay fever,0.5014189
516,fever injection,0.50137925
517,nhs net,0.5011784
518,pneumonia,0.50086963
519,sore throat nhs,0.5005933
520,medicine uk,0.5004705
521,ebola epidemic,0.49997464
522,h3n8 bird flu,0.499918
523,unwell,0.49946877
524,liverpool hospital,0.49939403
525,nhs online,0.49816567
526,croydon university hospital,0.49794996
527,greenwich hospital,0.49717265
528,how long is the flu contagious,0.49628142
529,nhs app,0.49616277
530,pregnant nhs,0.49530494
531,bird flue,0.49522653
532,stop sickness,0.49514377
533,the ebola outbreak,0.49424213
534,influenza b symptoms,0.4940019
535,hospital acquired infections,0.49394608
536,ebola treatment,0.49370933
537,child nasal flu vaccine,0.49345434
538,nhs jobs,0.49320275
539,mayo health,0.4931615
540,measles nhs,0.49290344
541,swine flu deaths,0.4928224
542,critical illness,0.4927765
543,nurses uk,0.4924388
544,pharyngitis nhs,0.49181652
545,bird flu restrictions,0.49176443
546,what is swine flu,0.49136555
547,british medical association,0.4913138
548,cold medicine uk,0.49120712
549,chelsea and westminster hospital,0.49079788
550,ebola cure,0.49068302
551,hospital medical,0.4905924
552,about ebola,0.49055666
553,the nhs plan,0.4904954
554,national health service,0.48981738
555,nhs email,0.48961037
556,avian bird flu,0.48943424
557,public health wales,0.48892733
558,swine flu death,0.48790568
559,middlesex hospital,0.4875319
560,hospital patient,0.48753005
561,nhs weight,0.48742926
562,bird flu map,0.48669818
563,nhs covid pass,0.48651454
564,how long are you contagious with the flu,0.48635182
565,ebola virus disease,0.48596466
566,fever contagious,0.48547322
567,swine flu symtoms,0.4850568
568,clinic uk,0.48492384
569,swine flu symptons,0.48449492
570,nursing uk,0.48447466
571,jobs in nhs,0.48442966
572,ebola in,0.4842256
573,fever medicine,0.48406893
574,the ebola virus,0.48406744
575,hospitalized,0.4840132
576,signs of swine flu,0.48395392
577,nhs dentist,0.48392582
578,fatigue nhs,0.48365653
579,government healthcare,0.48301798
580,how long is flu contagious,0.48286462
581,spell pneumonia,0.48280138
582,sickness,0.4816497
583,hay fever medicine,0.4813685
584,hay fever cough,0.48135218
585,nhs plan,0.480792
586,health protection agency uk,0.48057467
587,strep throat nhs,0.4803552
588,peterborough city hospital,0.47980565
589,24 hour sickness,0.47945476
590,ebola cases,0.47939575
591,effects of swine flu,0.47918808
592,cold and flu remedies,0.47910863
593,fever virus,0.47897366
594,urgent care clinic,0.478643
595,community hospital,0.47816533
596,flu vaccination side effects,0.47803724
597,bird flu 2023,0.47778687
598,epidemic pandemic,0.47764313
599,bird flu 2022,0.47745883
600,medical council,0.4769144
601,ebola vaccine,0.47678685
602,ebola latest,0.4756431
603,elizabeth hospital,0.47551686
604,pregnancy nhs,0.47544056
605,my nhs number,0.47541603
606,flu vaccine side effects,0.47522122
607,cough and fever,0.47495908
608,barnet hospital,0.47492692
609,infectious disease,0.47482932
610,china bird flu,0.47468993
611,be unwell,0.4742499
612,outbreak,0.4741735
613,fevers,0.47403646
614,symptoms swine flu,0.4736704
615,cold and flu symptoms,0.47366834
616,flu jab symptoms,0.4735667
617,flu like symptoms pregnant,0.4727727
618,symptom checker nhs,0.47238082
619,how did spanish flu end,0.47236103
620,unwell women,0.47230598
621,nhs evidence,0.47228715
622,i have pneumonia,0.4721201
623,ebola spread,0.47187555
624,fluu,0.47176462
625,africa ebola,0.47128233
626,nottingham city hospital,0.47118783
627,cold fever,0.46997073
628,bird flu vaccine,0.4698745
629,medical clinic,0.46974713
630,how long do flu symptoms last,0.4694232
631,health authority,0.4691874
632,hay fever injection,0.46899772
633,department of health,0.46890354
634,wine flu,0.46816754
635,constant runny nose nhs,0.46804237
636,michael jordan flu game,0.4680299
637,flu injection side effects,0.4679368
638,health clinic,0.467895
639,flu jab side effects 2018,0.46777588
640,public health service,0.46757787
641,stomach flu symptoms,0.46756852
642,fever cure,0.4669815
643,nhs emergency dentist,0.4668712
644,hay fever or cold,0.46663314
645,a hospital,0.466622
646,infectious diseases,0.46639836
647,county hospital,0.46547118
648,journal of infectious diseases,0.46522242
649,nhs call centre,0.4649593
650,health services,0.46475154
651,cold flu remedies,0.46467635
652,nhs covid test,0.46419683
653,rheumatic fever,0.46349844
654,cough fever,0.463237
655,vaccinations uk,0.4631024
656,nurses,0.4627354
657,cross hospital,0.46242583
658,pandemic,0.4622133
659,healthcare improvement scotland,0.46203607
660,derby royal hospital,0.4617194
661,nhs posters,0.4611028
662,nhs trust,0.46100152
663,st elizabeth hospital,0.46078306
664,nhs pay,0.46033478
665,royal brompton hospital chelsea,0.4601424
666,111 nhs,0.4600513
667,symptoms of the swine flu,0.4600181
668,health department,0.45975497
669,royal free hospital,0.45911252
670,cholera,0.45884913
671,barclay medical centre,0.45861155
672,have fever,0.45815408
673,contagious diseases,0.45812377
674,national healthcare,0.45789474
675,doctors hospital,0.45781526
676,nhs foundation,0.45777968
677,hospital ward,0.457718
678,nhs fleet,0.45767045
679,ebola in africa,0.45739502
680,high fever,0.4572798
681,systemic infection,0.45721126
682,plague doctor,0.45718142
683,feeling unwell,0.4570063
684,get sick,0.45685762
685,nhs eportfolio,0.4568496
686,medical centre,0.45678642
687,symptoms of stomach flu,0.45643586
688,severe hay fever,0.4563666
689,yahoo health,0.45600775
690,symtoms of swine flu,0.45579237
691,anti sickness,0.45555165
692,terminal illness,0.4554801
693,pubmed health,0.45489755
694,nhs phone number,0.45454466
695,health centre,0.45444793
696,uk vaccine,0.45430624
697,side effects of flu vaccine,0.4541312
698,rs medical,0.45402932
699,health care system,0.45357263
700,clinic london,0.45290434
701,liberty medical,0.4527337
702,general hospital,0.45268187
703,british medical journal,0.45255405
704,pneumonia contagious,0.4522711
705,patients,0.45215517
706,be sick,0.45162654
707,cold and fever,0.45160687
708,infirmary,0.45145467
709,london road community hospital,0.45042247
710,medical alert,0.4503359
711,nhs temperature,0.45013422
712,defra bird flu map,0.4499126
713,nhs login,0.44944805
714,medical care,0.44881707
715,illness symptoms,0.4481394
716,respiratory infection,0.44785357
717,ssris,0.44754165
718,is ebola,0.4474299
719,icu medical,0.4473949
720,a fever,0.44678074
721,hay fever season,0.44622654
722,cure for ebola,0.4457051
723,ebola chan,0.44566754
724,covid vaccine uk,0.44553173
725,who ebola,0.44428918
726,doctor uk,0.44424796
727,hay fever relief,0.44406626
728,fever and vomiting,0.44401082
729,lassa fever,0.44383144
730,hay fever medication,0.44379678
731,health service,0.44319946
732,ebola sierra leone,0.44292772
733,inflammatory diseases,0.44273886
734,hospital jokes,0.44258988
735,infections,0.44249296
736,hysteria hospital,0.44179344
737,norovirus uk,0.4414245
738,hay fever cure,0.44140765
739,sick virus,0.44138163
740,covid 19 cough,0.441302
741,stop feeling sick,0.44127458
742,lister hospital,0.44106746
743,covid19 in uk,0.44093883
744,centers for disease control,0.44093505
745,pandemic and epidemic,0.44077784
746,cold flu symptoms,0.44063088
747,hospital for,0.4400552
748,st johns hospital,0.43975374
749,urgent care,0.43964353
750,symptoms of swine flu,0.43939632
751,pneumonia jab,0.4392975
752,swedish hospital,0.43895832
753,cholera disease,0.4389555
754,critical care,0.43879235
755,derby hospital,0.43824774
756,victoria hospital,0.43794227
757,viral pneumonia,0.43781477
758,urgent care centre,0.43773666
759,spanish flu symptoms,0.43769065
760,fever treatment,0.43750495
761,mayo clinic symptoms,0.437438
762,sickness and,0.43743002
763,hammersmith hospital,0.4373352
764,modern healthcare,0.4372921
765,inflammatory disease,0.4372369
766,hospital administration,0.43710062
767,boston hospitals,0.43700212
768,community healthcare,0.4369835
769,us healthcare,0.43681872
770,sickness bug,0.43629277
771,anosmia nhs,0.43618518
772,scarlet fever,0.4361801
773,center for disease control,0.43612713
774,medical,0.43612283
775,ebola in sierra leone,0.4360387
776,best hay fever medicine,0.4358579
777,covid 19 uk,0.4357159
778,anxiety nhs,0.4356234
779,city hospital,0.43535763
780,public health agency,0.4353019
781,nhs discount,0.43481016
782,hospitals in,0.4348069
783,fever tablets,0.43468744
784,emergency medicine,0.43450654
785,can humans get bird flu,0.4343543
786,viral cough,0.43426463
787,private hospital,0.4342636
788,the clinic,0.43419105
789,emerging infectious diseases,0.43415913
790,h1n1 flu symptoms,0.43405902
791,health protection scotland,0.43381995
792,health education england,0.43358588
793,pneumonia vaccine,0.4334356
794,yellow fever,0.43334877
795,massachusetts general hospital,0.4331912
796,ebola hemorrhagic fever,0.43312514
797,swine flu symptoms in adults,0.4330637
798,icu,0.43305823
799,canadian healthcare,0.43295223
800,infection,0.4327504
801,frimley park hospital,0.43262
802,viral cold,0.43224168
803,childrens hayfever medicine,0.4322018
804,fever with chills,0.43185726
805,no fever,0.43170953
806,medical center,0.43152043
807,feel unwell,0.43148747
808,top hospitals,0.43148568
809,fever series,0.43129632
810,after pneumonia,0.43081948
811,health forum,0.43073463
812,clinic,0.4306504
813,national nurses week,0.4305264
814,health protection agency,0.4304177
815,birmingham community healthcare,0.4302026
816,hay fever tablets,0.43015778
817,nursing,0.43009824
818,hayfever medicine,0.4299099
819,disease management,0.4297895
820,healthcare news,0.4293119
821,health care,0.42915633
822,queen unwell,0.4291428
823,national health care,0.4290865
824,university hospital,0.42886704
825,incubation period for swine flu,0.428842
826,ssri,0.4285783
827,39 fever,0.42836225
828,us health,0.42830253
829,york hospital,0.4277278
830,twin wall flue,0.42755377
831,school of public health,0.4274968
832,ebola death,0.42748863
833,swine flue symptoms,0.4272072
834,st francis hospital,0.4271465
835,chills and fever,0.42700416
836,doctors,0.42694876
837,all nurses,0.42658848
838,flu vaccine child side effects,0.42606705
839,florida hospital,0.4258079
840,health clinics,0.42576152
841,covid19 vaccine,0.4257416
842,public health,0.4250371
843,pandemic vs epidemic,0.42407793
844,centers for disease control and prevention,0.42376858
845,coughing,0.42368016
846,high temperature nhs,0.42365575
847,got a cold,0.42360318
848,covid 19 sneezing,0.4235886
849,bronchial pneumonia,0.4233515
850,40 fever,0.42333364
851,24 hour sickness bug,0.4231317
852,q fever,0.42295188
853,low grade fever,0.42280793
854,hospital room,0.42272037
855,chronic illness,0.42259085
856,blood test nhs,0.4225609
857,flu jab side effects,0.4225512
858,whooping cough,0.42246363
859,hospital administrator,0.4223132
860,covid 19 vaccine,0.42209572
861,nhs professionals login,0.42202854
862,american medical,0.42199332
863,christ hospital,0.42185485
864,health nurse,0.42184427
865,patient,0.42183042
866,swine fever,0.42163408
867,hospitals near me,0.42124227
868,oxford health nhs foundation trust,0.42083615
869,plague doctor costume,0.4207167
870,health canada,0.4205603
871,nursing diagnosis,0.42022294
872,bacterial pneumonia,0.42000517
873,scarlet fever contagious,0.4195317
874,national health institute,0.41950065
875,st peters hospital,0.41942888
876,a medical,0.4189248
877,nhs professionals nurses login,0.4189005
878,virus going around uk,0.4185667
879,urgent care center,0.41852483
880,nurses week,0.4184782
881,national institute of health,0.41828972
882,ucla hospital,0.41825745
883,combat hospital,0.4180463
884,healthcare solutions,0.41787735
885,community health systems,0.41767448
886,ebola facts,0.41744763
887,medicine,0.417158
888,medical diseases,0.41708645
889,nhs conjunctivitis,0.41692296
890,medway community healthcare,0.4168964
891,health board,0.41689283
892,hay fever cures,0.416784
893,naughty nurses,0.41671523
894,ebola symptoms,0.41641086
895,healthcare management,0.4162163
896,boston medical,0.416139
897,swine flu incubation period,0.41600657
898,doctors office,0.41577595
899,side effects of the flu jab,0.4157442
900,double pneumonia,0.4156977
901,wythenshawe hospital,0.41559663
902,sickness diarrhea,0.4155643
903,in clinic,0.4155409
904,american health,0.41538447
905,bird flu symptoms,0.41500056
906,swine flu symptoms in children,0.41486713
907,american health care,0.4147478
908,have a fever,0.41473067
909,feeling sick,0.41462344
910,hospital rankings,0.4144468
911,nurse,0.41409835
912,united health services,0.41407982
913,communicable diseases,0.41398087
914,urgent care centers,0.41381305
915,st marys hospital,0.41361976
916,a patient,0.41339886
917,oxford vaccine,0.41321778
918,how long did the spanish flu last,0.41298467
919,doctor fucks patient,0.4127886
920,side effects of flu jab,0.41265973
921,winter vomiting virus,0.41262242
922,fluoride treatment,0.41257113
923,covid 19,0.41215178
924,hay fever treatment,0.41211414
925,health center,0.41211373
926,health diagnosis,0.41199398
