,Query,Cosine Similarity
253,i have the flu,0.6098508
254,flu while pregnant,0.6092154
255,cough nhs,0.608812
256,flu vaccine 2016,0.60833865
257,flu jab child,0.60792124
258,flu when pregnant,0.607643
259,best flu remedies,0.6074897
260,asian flu,0.6066617
261,flu recovery time,0.605219
262,nhs england,0.6043347
263,flu mexico,0.60397214
264,flu during pregnancy,0.60392535
265,nhs covid,0.60369074
266,symptoms of the flu,0.6019049
267,flu vaccine 2020,0.60151255
268,flu or coronavirus,0.601426
269,flu or cold or covid,0.60123277
270,swine flu update,0.60076725
271,flu nasal spray,0.6006762
272,symptoms of flu,0.6004732
273,how to treat flu,0.5986192
274,dog flu,0.5984057
275,the spanish flu,0.59823513
276,flu or cold test,0.59789973
277,swine flu 2016,0.5975426
278,how to recover from flu,0.5968534
279,how to cure the flu,0.5967071
280,flu contagious period,0.5963459
281,flu vaccine near me,0.5961827
282,flu symptoms 2022,0.59560233
283,after effects of flu,0.5952752
284,flu in toddlers,0.5952269
285,remedies for flu,0.5948725
286,uk nhs,0.5947902
287,flu jab for children,0.59475243
288,how many people die of flu each year uk,0.5947274
289,book flu vaccine,0.5942488
290,lloyds pharmacy flu jab,0.5927399
291,influenza b virus,0.59252214
292,cough after flu,0.5912446
293,is flu contagious,0.5908806
294,swine flu pandemic,0.59082794
295,influenza symptoms,0.59070534
296,flu home remedies,0.5904493
297,best remedies for flu,0.59040916
298,influenza type a,0.5887554
299,antiviral for flu,0.5884095
300,flu jab for child,0.58791006
301,how to treat the flu,0.5874814
302,antivirals for flu,0.5874634
303,aussie flu symptoms 2017,0.5867181
304,how to get rid of flu,0.5862368
305,is the flu contagious,0.5861416
306,swine flu latest,0.5848242
307,live flu vaccine,0.5837091
308,should i have the flu jab,0.5829918
309,cold or flu quiz,0.5827053
310,about swine flu,0.5826303
311,how long flu,0.5825844
312,spanish flu pandemic,0.58249855
313,hong kong flu,0.5822583
314,nhs hayfever,0.5818802
315,flu vaccine for children,0.58187807
316,flu vaccine children,0.58159226
317,h1n1 flu,0.58137405
318,swine flu news,0.5810947
319,swine flu cases,0.5799063
320,what to take for flu,0.579779
321,flu symptoms last,0.5796033
322,do i have a cold or flu,0.5782933
323,how to get rid of the flu,0.5782662
324,australian flu symptoms,0.5779878
325,where can i get flu jab,0.577797
326,flu vaccine for child,0.5775846
327,baby flu jab,0.57747835
328,how to get rid of a flu,0.57729846
329,do i have flu or cold,0.57721126
330,flu vaccine baby,0.57720006
331,how to get over flu,0.5761467
332,flu symptoms in adults,0.57577085
333,flu jab with a cold,0.5750053
334,antiviral drugs for flu,0.5746433
335,nhs vaccine,0.57457185
336,flu in early pregnancy,0.57395077
337,child flu spray,0.57390106
338,spanish influenza,0.57285976
339,flu symptoms child,0.5724832
340,green book influenza,0.5720127
341,swine flu treatment,0.57165873
342,cold and flu medicine,0.5711124
343,cold and flu relief,0.5709601
344,bird flu,0.5709387
345,nhs non emergency,0.57059336
346,cold flu or covid,0.5697471
347,illnesses,0.5687729
348,home remedies for flu,0.56868374
349,flu vaccine pregnancy,0.5668108
350,flu incubation period,0.5665777
351,nasal flu vaccine,0.5655373
352,what is man flu,0.5654248
353,distributing vaccines and treatments for covid-19 and flu,0.5647336
354,pig flu,0.56457645
355,avian influenza,0.5645538
356,aussie flu symptoms,0.5641978
357,how to get over the flu,0.5639043
358,nhs emergency,0.56358135
359,flu vaccine pregnant,0.5632452
360,nhs covid vaccination,0.56316936
361,h1n1 influenza,0.563056
362,tesco pharmacy flu jab,0.5621507
363,spanish flu,0.56211174
364,boots flu,0.5619046
365,what are the symptoms of the flu,0.5615592
366,flu sore throat,0.5613855
367,best cold and flu medicine,0.56088495
368,swine flu outbreak,0.5607319
369,what is the flu vaccine,0.5606694
370,flu vs coronavirus,0.55951107
371,stomach flu contagious,0.5589044
372,flu jab pregnancy,0.5586288
373,difference between a cold and flu,0.5586077
374,child flu vaccine,0.557559
375,is the flu jab safe,0.5575141
376,flu jab pregnant,0.55705965
377,flu like symptoms,0.55678886
378,hay fever uk,0.5560952
379,flu how long does it last,0.55566365
380,seasonal flu vaccine,0.554471
381,gp nhs,0.55416673
382,symptoms of australian flu,0.55406594
383,flu symptoms in children,0.5534066
384,what are the symptoms of flu,0.55340445
385,healthcare uk,0.5533864
386,swine flu virus,0.5531713
387,boots cold and flu,0.55228114
388,swine flu game,0.55210763
389,nhs news,0.5519964
390,early flu symptoms,0.5518552
391,swine flu jab,0.5516887
392,cold nhs,0.5514343
393,incubation period for flu,0.5514113
394,what are flu symptoms,0.5508298
395,how to get rid of flu fast,0.55041665
396,lemsip cold and flu,0.54973936
397,symptoms nhs,0.5483993
398,superdrug flu jab,0.54832304
399,flu vaccine ingredients,0.5482594
400,symptoms of aussie flu,0.5477532
401,swine flu map,0.5474416
402,illness,0.5472532
403,avian flu,0.54716265
404,beechams flu plus,0.54658747
405,nhs covid vaccine,0.54642946
406,should i get a flu shot,0.54637563
407,boots flu jabs,0.54631644
408,tesco flu jab,0.5461408
409,nhs professionals,0.5461249
410,boots flu vaccine,0.5461233
411,swine flu spread,0.54541373
412,coronavirus cold or flu,0.54492354
413,spanish flu epidemic,0.54450315
414,flu jab reactions,0.5436305
415,symptoms of influenza,0.54328537
416,nhs norovirus,0.54296595
417,nhs choices,0.5428273
418,best medicine for cold and flu,0.54167295
419,boots flu jab 2020,0.5415844
420,swine flu vaccine,0.5414448
421,reaction to flu jab,0.5413245
422,nhs scotland,0.540247
423,flu jab vaccine,0.53895295
424,cold and flu tablets,0.53843874
425,natural remedies for flu,0.5378404
426,benylin 4 flu tablets,0.5366764
427,flue,0.53637815
428,flu side effects,0.53591204
429,how many people die from flu,0.5358478
430,hospital uk,0.5355013
431,baby swine flu,0.53502977
432,lemsip max cold and flu,0.5349809
433,natural flu remedies,0.5349216
434,when is flu contagious,0.5349208
435,nhs call,0.53489673
436,nurofen cold and flu,0.53368104
437,side effects of flu,0.5335287
438,swine flu vaccination,0.533358
439,nhs chicken pox,0.53284585
440,tattoo flu,0.53276104
441,baby nhs,0.5319537
442,what is influenza b,0.5315199
443,gastric flu,0.53150904
444,flu jab cost,0.5307926
445,boots flu jab,0.53050935
446,coronavirus nhs,0.5302272
447,ebola,0.53016305
448,swine flu epidemic,0.52984136
449,flu vaccine in pregnancy,0.5294037
450,flu virus symptoms,0.5286868
451,nhs chest infection,0.5279496
452,croydon health services,0.5273599
453,british medical,0.52664995
454,difference between cold and flu,0.52656615
455,ebola disease,0.52624214
456,nhs job,0.5240077
457,bird flu pandemic,0.5236859
458,flu shot reactions,0.522951
459,nhs boss,0.5229125
460,mayo health clinic,0.5223726
461,gesundheit hospital,0.522257
462,cheerleader flu shot,0.5215394
463,nhs health checker,0.5214539
464,flu vaccine for pregnant,0.5213394
465,how long does the flu last,0.5212134
466,flu jab in pregnancy,0.52090394
467,clinical infectious diseases,0.5208297
468,how long does flu last,0.52077526
469,flu b symptoms,0.51959854
470,mayo clinic,0.51947737
471,swine flu symptoms checker,0.51877666
472,healthcare,0.5184867
473,flu jab while pregnant,0.5182334
474,fever,0.51719785
475,swine flu facts,0.516958
476,ebola crisis,0.5162892
477,flu vaccine when pregnant,0.5162522
478,nhs vaccine booking,0.51585364
479,what is the swine flu,0.51526767
480,hospital london,0.5142747
481,avian flu latest,0.5141367
482,effects of flu jab,0.5136078
483,hospital,0.5135288
484,how long can flu last,0.5130858
485,what to eat when you have the flu,0.51150584
486,hospitals,0.5104965
487,queen elizabeth hospital,0.5104526
488,nhs direct,0.5092426
489,ebola outbreak,0.50868237
490,hay fever season uk,0.50851595
491,westminster hospital,0.5076537
492,swine flu antiviral,0.5074724
493,the mayo clinic,0.5074654
494,royal hospital,0.5074257
495,patient uk,0.50715846
496,cold or flu symptoms,0.50712454
497,coronavirus or flu or cold,0.5064625
498,nhs swine,0.5062567
499,how long to recover from flu,0.50611883
500,bird flu virus,0.5057084
501,ncov nhs,0.5051502
502,nhs number,0.5046232
503,arthritis uk,0.50448644
504,medical uk,0.5044136
505,nhs diagnose yourself,0.50431305
506,news ebola,0.5036261
507,virus ebola,0.50356543
508,flu jab when pregnant,0.50340974
509,how long does a flu last,0.50286293
510,balanced flue,0.50271535
511,nhs mail,0.5026714
512,royal london hospital,0.50265956
513,sickness virus,0.5025146
514,lemsip cold and flu capsules,0.50195765
515,hay fever,0.50141895
516,fever injection,0.5013792
517,nhs net,0.5011782
518,pneumonia,0.5008697
519,sore throat nhs,0.5005932
520,medicine uk,0.5004704
521,ebola epidemic,0.4999746
522,h3n8 bird flu,0.49991795
523,unwell,0.49946886
524,liverpool hospital,0.49939394
525,nhs online,0.49816555
526,croydon university hospital,0.49794987
527,greenwich hospital,0.49717247
528,how long is the flu contagious,0.49628168
529,nhs app,0.49616265
530,pregnant nhs,0.49530482
531,bird flue,0.49522674
532,stop sickness,0.4951437
533,the ebola outbreak,0.49424213
534,influenza b symptoms,0.4940019
535,hospital acquired infections,0.49394605
536,ebola treatment,0.4937092
537,child nasal flu vaccine,0.49345428
538,nhs jobs,0.4932028
539,mayo health,0.49316147
540,measles nhs,0.49290335
541,swine flu deaths,0.49282262
542,critical illness,0.4927766
543,nurses uk,0.4924388
544,pharyngitis nhs,0.49181655
545,bird flu restrictions,0.49176425
546,what is swine flu,0.4913658
547,british medical association,0.49131376
548,cold medicine uk,0.49120694
549,chelsea and westminster hospital,0.49079776
550,ebola cure,0.490683
551,hospital medical,0.49059218
552,about ebola,0.49055672
553,the nhs plan,0.49049538
554,national health service,0.4898173
555,nhs email,0.4896104
556,avian bird flu,0.48943427
557,public health wales,0.48892725
558,swine flu death,0.4879058
559,middlesex hospital,0.4875317
560,hospital patient,0.48752993
561,nhs weight,0.4874292
562,bird flu map,0.48669815
563,nhs covid pass,0.48651448
564,how long are you contagious with the flu,0.48635176
565,ebola virus disease,0.48596472
566,fever contagious,0.48547322
567,swine flu symtoms,0.48505688
568,clinic uk,0.48492375
569,swine flu symptons,0.48449507
570,nursing uk,0.48447454
571,jobs in nhs,0.48442954
572,ebola in,0.48422554
573,fever medicine,0.48406893
574,the ebola virus,0.48406747
575,hospitalized,0.48401308
576,signs of swine flu,0.483954
577,nhs dentist,0.4839257
578,fatigue nhs,0.4836565
579,government healthcare,0.48301798
580,how long is flu contagious,0.48286474
581,spell pneumonia,0.48280138
582,sickness,0.48164976
583,hay fever medicine,0.4813686
584,hay fever cough,0.48135215
585,nhs plan,0.48079193
586,health protection agency uk,0.48057467
587,strep throat nhs,0.48035514
588,peterborough city hospital,0.47980583
589,24 hour sickness,0.47945482
590,ebola cases,0.4793957
591,effects of swine flu,0.47918823
592,cold and flu remedies,0.47910872
593,fever virus,0.47897363
594,urgent care clinic,0.47864288
595,community hospital,0.4781651
596,flu vaccination side effects,0.4780374
597,bird flu 2023,0.47778684
598,epidemic pandemic,0.47764295
599,bird flu 2022,0.47745883
600,medical council,0.47691435
601,ebola vaccine,0.4767869
602,ebola latest,0.4756431
603,elizabeth hospital,0.47551674
604,pregnancy nhs,0.4754406
605,my nhs number,0.47541595
606,flu vaccine side effects,0.47522137
607,cough and fever,0.4749591
608,barnet hospital,0.47492677
609,infectious disease,0.47482944
610,china bird flu,0.47469008
611,be unwell,0.47424996
612,outbreak,0.47417343
613,fevers,0.47403634
614,symptoms swine flu,0.47367054
615,cold and flu symptoms,0.47366837
616,flu jab symptoms,0.47356668
617,flu like symptoms pregnant,0.47277278
618,symptom checker nhs,0.4723807
619,how did spanish flu end,0.47236118
620,unwell women,0.47230595
621,nhs evidence,0.47228694
622,i have pneumonia,0.47212008
623,ebola spread,0.47187567
624,fluu,0.47176468
625,africa ebola,0.47128242
626,nottingham city hospital,0.47118768
627,cold fever,0.4699707
628,bird flu vaccine,0.4698745
629,medical clinic,0.469747
630,how long do flu symptoms last,0.46942326
631,health authority,0.46918747
632,hay fever injection,0.46899766
633,department of health,0.46890348
634,wine flu,0.46816754
635,constant runny nose nhs,0.46804243
636,michael jordan flu game,0.46802992
637,flu injection side effects,0.4679368
638,health clinic,0.467895
639,flu jab side effects 2018,0.46777582
640,public health service,0.4675777
641,stomach flu symptoms,0.4675687
642,fever cure,0.46698147
643,nhs emergency dentist,0.46687114
644,hay fever or cold,0.46663314
645,a hospital,0.46662188
646,infectious diseases,0.46639842
647,county hospital,0.465471
648,journal of infectious diseases,0.46522245
649,nhs call centre,0.46495914
650,health services,0.46475154
651,cold flu remedies,0.46467638
652,nhs covid test,0.4641968
653,rheumatic fever,0.46349838
654,cough fever,0.4632369
655,vaccinations uk,0.4631023
656,nurses,0.46273533
657,cross hospital,0.4624257
658,pandemic,0.46221334
659,healthcare improvement scotland,0.46203595
660,derby royal hospital,0.46171933
661,nhs posters,0.46110272
662,nhs trust,0.46100146
663,st elizabeth hospital,0.4607829
664,nhs pay,0.4603346
665,royal brompton hospital chelsea,0.46014223
666,111 nhs,0.46005127
667,symptoms of the swine flu,0.46001822
668,health department,0.45975488
669,royal free hospital,0.45911235
670,cholera,0.4588493
671,barclay medical centre,0.45861158
672,have fever,0.45815408
673,contagious diseases,0.45812374
674,national healthcare,0.45789462
675,doctors hospital,0.4578151
676,nhs foundation,0.4577795
677,hospital ward,0.4577178
678,nhs fleet,0.45767033
679,ebola in africa,0.4573949
680,high fever,0.4572798
681,systemic infection,0.45721126
682,plague doctor,0.45718145
683,feeling unwell,0.45700628
684,get sick,0.45685774
685,nhs eportfolio,0.45684946
686,medical centre,0.45678625
687,symptoms of stomach flu,0.45643592
688,severe hay fever,0.4563666
689,yahoo health,0.4560076
690,symtoms of swine flu,0.45579243
691,anti sickness,0.45555165
692,terminal illness,0.4554801
693,pubmed health,0.45489746
694,nhs phone number,0.4545445
695,health centre,0.45444775
696,uk vaccine,0.45430624
697,side effects of flu vaccine,0.4541313
698,rs medical,0.45402926
699,health care system,0.45357257
700,clinic london,0.45290422
701,liberty medical,0.45273352
702,general hospital,0.45268178
703,british medical journal,0.45255393
704,pneumonia contagious,0.45227116
705,patients,0.45215517
706,be sick,0.4516267
707,cold and fever,0.45160693
708,infirmary,0.45145458
709,london road community hospital,0.45042238
710,medical alert,0.45033592
711,nhs temperature,0.45013416
712,defra bird flu map,0.44991255
713,nhs login,0.44944805
714,medical care,0.448817
715,illness symptoms,0.4481395
716,respiratory infection,0.44785354
717,ssris,0.44754153
718,is ebola,0.44742996
719,icu medical,0.4473949
720,a fever,0.4467807
721,hay fever season,0.44622648
722,cure for ebola,0.44570512
723,ebola chan,0.44566756
724,covid vaccine uk,0.44553182
725,who ebola,0.4442892
726,doctor uk,0.4442478
727,hay fever relief,0.4440663
728,fever and vomiting,0.44401082
729,lassa fever,0.4438314
730,hay fever medication,0.44379678
731,health service,0.44319943
732,ebola sierra leone,0.44292772
733,inflammatory diseases,0.4427389
734,hospital jokes,0.44258976
735,infections,0.4424929
736,hysteria hospital,0.44179335
737,norovirus uk,0.44142437
738,hay fever cure,0.44140765
739,sick virus,0.44138163
740,covid 19 cough,0.441302
741,stop feeling sick,0.44127473
742,lister hospital,0.4410674
743,covid19 in uk,0.4409389
744,centers for disease control,0.44093493
745,pandemic and epidemic,0.4407779
746,cold flu symptoms,0.44063103
747,hospital for,0.44005507
748,st johns hospital,0.43975362
749,urgent care,0.43964353
750,symptoms of swine flu,0.4393964
751,pneumonia jab,0.43929756
752,swedish hospital,0.43895835
753,cholera disease,0.43895546
754,critical care,0.43879223
755,derby hospital,0.43824762
756,victoria hospital,0.43794218
757,viral pneumonia,0.43781477
758,urgent care centre,0.43773657
759,spanish flu symptoms,0.43769076
760,fever treatment,0.4375049
761,mayo clinic symptoms,0.43743807
762,sickness and,0.4374301
763,hammersmith hospital,0.437335
764,modern healthcare,0.43729204
765,inflammatory disease,0.43723688
766,hospital administration,0.4371005
767,boston hospitals,0.437002
768,community healthcare,0.43698344
769,us healthcare,0.4368187
770,sickness bug,0.4362928
771,anosmia nhs,0.43618503
772,scarlet fever,0.4361801
773,center for disease control,0.43612704
774,medical,0.43612278
775,ebola in sierra leone,0.43603867
776,best hay fever medicine,0.43585786
777,covid 19 uk,0.43571603
778,anxiety nhs,0.43562317
779,city hospital,0.43535754
780,public health agency,0.43530184
781,nhs discount,0.43481004
782,hospitals in,0.43480688
783,fever tablets,0.43468738
784,emergency medicine,0.4345065
785,can humans get bird flu,0.43435442
786,viral cough,0.4342646
787,private hospital,0.43426347
788,the clinic,0.434191
789,emerging infectious diseases,0.43415922
790,h1n1 flu symptoms,0.43405908
791,health protection scotland,0.43381983
792,health education england,0.43358582
793,pneumonia vaccine,0.4334355
794,yellow fever,0.4333487
795,massachusetts general hospital,0.43319097
796,ebola hemorrhagic fever,0.43312514
797,swine flu symptoms in adults,0.4330637
798,icu,0.43305823
799,canadian healthcare,0.43295223
800,infection,0.43275028
801,frimley park hospital,0.43261993
802,viral cold,0.43224162
803,childrens hayfever medicine,0.43220183
804,fever with chills,0.4318572
805,no fever,0.43170965
806,medical center,0.43152043
807,feel unwell,0.4314875
808,top hospitals,0.4314856
809,fever series,0.4312963
810,after pneumonia,0.4308195
811,health forum,0.43073452
812,clinic,0.4306504
813,national nurses week,0.43052635
814,health protection agency,0.43041772
815,birmingham community healthcare,0.43020248
816,hay fever tablets,0.43015766
817,nursing,0.43009824
818,hayfever medicine,0.42990988
819,disease management,0.42978942
820,healthcare news,0.4293118
821,health care,0.42915636
822,queen unwell,0.42914262
823,national health care,0.4290864
824,university hospital,0.428867
825,incubation period for swine flu,0.4288422
826,ssri,0.42857838
827,39 fever,0.4283622
828,us health,0.42830238
829,york hospital,0.42772764
830,twin wall flue,0.4275537
831,school of public health,0.42749673
832,ebola death,0.42748863
833,swine flue symptoms,0.4272074
834,st francis hospital,0.42714638
835,chills and fever,0.42700422
836,doctors,0.42694867
837,all nurses,0.4265884
838,flu vaccine child side effects,0.42606717
839,florida hospital,0.4258078
840,health clinics,0.42576152
841,covid19 vaccine,0.42574167
842,public health,0.42503715
843,pandemic vs epidemic,0.42407793
844,centers for disease control and prevention,0.42376852
845,coughing,0.42367998
846,high temperature nhs,0.42365557
847,got a cold,0.42360306
848,covid 19 sneezing,0.42358857
849,bronchial pneumonia,0.42335147
850,40 fever,0.42333367
851,24 hour sickness bug,0.42313161
852,q fever,0.4229519
853,low grade fever,0.42280787
854,hospital room,0.42272022
855,chronic illness,0.42259088
856,blood test nhs,0.4225609
857,flu jab side effects,0.4225514
858,whooping cough,0.42246372
859,hospital administrator,0.4223132
860,covid 19 vaccine,0.42209572
861,nhs professionals login,0.42202842
862,american medical,0.42199323
863,christ hospital,0.4218548
864,health nurse,0.4218442
865,patient,0.42183042
866,swine fever,0.42163408
867,hospitals near me,0.42124215
868,oxford health nhs foundation trust,0.4208359
869,plague doctor costume,0.4207167
870,health canada,0.42056024
871,nursing diagnosis,0.42022294
872,bacterial pneumonia,0.42000526
873,scarlet fever contagious,0.41953173
874,national health institute,0.41950068
875,st peters hospital,0.41942883
876,a medical,0.4189248
877,nhs professionals nurses login,0.41890037
878,virus going around uk,0.41856673
879,urgent care center,0.4185247
880,nurses week,0.41847807
881,national institute of health,0.4182896
882,ucla hospital,0.41825733
883,combat hospital,0.41804624
884,healthcare solutions,0.4178773
885,community health systems,0.4176745
886,ebola facts,0.41744763
887,medicine,0.417158
888,medical diseases,0.4170865
889,nhs conjunctivitis,0.41692293
890,medway community healthcare,0.4168964
891,health board,0.41689292
892,hay fever cures,0.4167841
893,naughty nurses,0.41671526
894,ebola symptoms,0.4164109
895,healthcare management,0.41621625
896,boston medical,0.41613877
897,swine flu incubation period,0.41600674
898,doctors office,0.4157759
899,side effects of the flu jab,0.41574436
900,double pneumonia,0.4156977
901,wythenshawe hospital,0.41559663
902,sickness diarrhea,0.4155644
903,in clinic,0.41554072
904,american health,0.4153844
905,bird flu symptoms,0.4150006
906,swine flu symptoms in children,0.41486722
907,american health care,0.41474771
908,have a fever,0.4147307
909,feeling sick,0.41462356
910,hospital rankings,0.41444665
911,nurse,0.41409832
912,united health services,0.41407973
913,communicable diseases,0.41398084
914,urgent care centers,0.41381302
915,st marys hospital,0.4136197
916,a patient,0.41339874
917,oxford vaccine,0.41321772
918,how long did the spanish flu last,0.4129848
919,doctor fucks patient,0.41278863
920,side effects of flu jab,0.41265994
921,winter vomiting virus,0.41262245
922,fluoride treatment,0.41257125
923,covid 19,0.41215175
924,hay fever treatment,0.4121141
925,health center,0.41211364
926,health diagnosis,0.41199398
