,Query,Cosine Similarity
65,how to get rid of a fever,0.6699697
66,flu vaccination,0.66892433
67,how to get rid of sickness,0.666633
68,how to treat a cold,0.66300464
69,flu cold,0.6586847
70,get flu jab,0.6583029
71,antivirals for flu,0.6573955
72,how to get rid of a cold fast,0.6567569
73,how to cure a cold,0.6567433
74,getting rid of a cold,0.65412545
75,antibiotics for flu,0.64847714
76,flu tablets,0.64590037
77,best medicine for cold and flu,0.6451093
78,antiviral drugs for flu,0.643633
79,what is the flu,0.64282984
80,antiviral for flu,0.64256394
81,flu update,0.64205945
82,flu in adults,0.64186484
83,how to get over a cold,0.6390654
84,how to stop a cold,0.6382912
85,flu symtoms,0.63667357
86,flu infection,0.6364262
87,how to get rid of cough,0.63597816
88,flu pain,0.63531536
89,how long to recover from flu,0.6344778
90,what is flu,0.6335503
91,flu vaccinations,0.6329414
92,how to reduce a fever,0.62967116
93,flu spray,0.62949336
94,flu aches,0.62934065
95,how to get rid of cold fast,0.62924474
96,signs of the flu,0.62848926
97,flu vaccine,0.62819636
98,influenza,0.6261165
99,how to get rid of a cough,0.6257371
100,cold flu medicine,0.6255847
101,symptom of flu,0.6253649
102,how to fight a cold,0.62442327
103,flu and cough,0.62421584
104,signs of flu,0.6238309
105,flu vaccines,0.62340957
106,flu outbreak,0.62313855
107,flu antibiotics,0.62287825
108,side effects of flu,0.621423
109,cough after flu,0.6209856
110,how to get rid of a cold overnight,0.62046194
111,24 hour flu,0.6192161
112,how to stop feeling sick,0.61920846
113,flu nasal spray,0.6173465
114,symptoms of the flu,0.61586857
115,i have a flu,0.6150234
116,flu cough,0.6147592
117,flu recovery time,0.61449087
118,symptoms of flu,0.6143019
119,best flu medicine uk,0.6139572
120,how to stop hay fever,0.6126427
121,flu 2018,0.6122129
122,after effects of flu,0.6117667
123,flu duration,0.6112188
124,influenza vaccination,0.61106575
125,flu symptoms,0.6105441
126,get rid of a cold,0.6100467
127,flu effects,0.60975313
128,what are the symptoms of the flu,0.60972637
129,the flu vaccine,0.60931206
130,man flu,0.6090713
131,flu how long does it last,0.6085668
132,what are the symptoms of flu,0.6076648
133,how to get rid of sinus infection,0.60728836
134,flu statistics,0.6064407
135,flu injection,0.6062745
136,flu in children,0.6058563
137,flu bug,0.60451186
138,how to prevent a cold,0.6042726
139,swine flu treatment,0.60335135
140,flu headache,0.6024593
141,flu while pregnant,0.60195816
142,got flu,0.6014189
143,flu wiki,0.6006322
144,how to get rid of mucus,0.6004389
145,i have the flu,0.59986544
146,how to get rid of a bad cough,0.5988167
147,have i got flu,0.5986791
148,remedies for a cold,0.5982839
149,best way to get rid of a cough,0.59792244
150,flu definition,0.5978892
151,colds and flu,0.59787947
152,difference between a cold and flu,0.5977007
153,how long flu,0.5976724
154,cold and flu medicine,0.59739304
155,severe flu,0.5968079
156,how to get rid of a head cold,0.5956689
157,do i have flu,0.59519774
158,flu symptom,0.59475243
159,having the flu,0.5943647
160,best cold and flu medicine,0.5943604
161,flu shot,0.59307206
162,how to treat a fever,0.5929348
163,how to beat a cold,0.5922276
164,flu game,0.592225
165,flu in uk,0.59194815
166,types of flu,0.5919099
167,new flu,0.5916296
168,best cure for a cold,0.5906712
169,flu mask,0.5906476
170,seasonal flu,0.59054494
171,how long does the flu last,0.5904952
172,viral flu,0.5900151
173,flu complications,0.5897853
174,flu injections,0.5890881
175,flu a,0.5879786
176,how to recover from a cold,0.5869517
177,flu side effects,0.58681273
178,how to get rid of a sinus infection,0.58672476
179,after the flu,0.5863323
180,common flu,0.5862997
181,flu nhs,0.5862367
182,flu symptons,0.5852385
183,flu when pregnant,0.5848328
184,book a flu jab,0.5844287
185,flu in babies,0.5839579
186,flu epidemic,0.58389413
187,how long does flu last,0.5836408
188,how to get rid of tonsillitis,0.5829894
189,flu jab with a cold,0.5829086
190,stages of flu,0.5828407
191,do i have the flu,0.5821238
192,how to treat bronchitis,0.58159524
193,flu jokes,0.58089614
194,what are flu symptoms,0.58035046
195,nasal flu,0.57993746
196,type a flu,0.5790951
197,flu trends,0.57851434
198,how long does a flu last,0.5783602
199,flu last,0.5767687
200,flu tracker,0.5765547
201,how to cure a cough,0.57651484
202,flu during pregnancy,0.575928
203,flu symptoms in adults,0.5752379
204,flu and diarrhea,0.5750978
205,flu in pregnancy,0.57425404
206,flu symptoms 2019,0.57419324
207,flu symptom checker,0.5736819
208,how long can flu last,0.5720469
209,flu virus,0.5713835
210,cold vs flu,0.5711467
211,flu 2018 uk,0.5710473
212,flu incubation,0.57103753
213,flu jabs,0.5706469
214,flu deaths,0.5705178
215,flu clinic,0.5704553
216,latest flu,0.56983995
217,uk flu,0.5697567
218,the flu,0.56897366
219,flu jab,0.5679842
220,flu symptoms last,0.5664699
221,flu signs,0.5664315
222,flu after flu jab,0.5660715
223,cold and flu,0.5655896
224,free flu shots,0.5654682
225,flu season,0.5646137
226,influenza vaccine,0.5644256
227,how to get rid of sinus,0.5643365
228,flu and pneumonia,0.5642249
229,the flu symptoms,0.5638506
230,how to stop coughing,0.56329405
231,live flu vaccine,0.5631684
232,how to treat a cough,0.562459
233,how to get rid of diarrhea,0.5615031
234,influenza symptoms,0.5612805
235,mild flu,0.56103575
236,flu london,0.5609977
237,flu meme,0.55960107
238,flu symptoms 2018,0.5591552
239,flu jab reactions,0.5591376
240,flu in toddlers,0.55843455
241,what is influenza,0.5583634
242,flu contagious,0.55785584
243,difference between cold and flu,0.5574775
244,bad flu,0.55737245
245,free flu jab,0.55681634
246,do i have flu or cold,0.55658937
247,flu symptoms nhs,0.5562799
248,child with flu,0.55627376
249,is flu contagious,0.55619144
250,pregnancy and flu,0.5560801
251,flu death,0.55603266
252,how to stop a cough,0.55602026
253,how to get rid of nausea,0.5551399
254,when is flu season,0.5547868
255,cold and flu tablets,0.5526701
256,free flu vaccine,0.55266976
257,flu 2017 uk,0.5524967
258,swin flu,0.5515981
259,do i have a cold or flu,0.5513393
260,flu diarrhea,0.55114514
261,flu symptoms 2017,0.55098236
262,flu vaccine ingredients,0.5506265
263,the flu jab,0.55030406
264,flu symptoms uk,0.5501893
265,reaction to flu jab,0.5500212
266,nasal flu vaccine,0.5493814
267,how to get rid of runny nose,0.5493619
268,free flu jabs,0.5493171
269,flu jab asda,0.5490254
270,flu medicine uk,0.5487881
271,is the flu contagious,0.5483165
272,how to get rid of chesty cough,0.54817355
273,flu camp,0.54787326
274,get rid of a cold fast,0.54769886
275,fever flu,0.5469792
276,australian flu,0.5465785
277,flu sore throat,0.5459804
278,where can i get flu jab,0.5457974
279,how long do flu symptoms last,0.54547787
280,flu outbreaks,0.5448496
281,child flu spray,0.54335487
282,get sick,0.54330885
283,get rid of fever,0.5432799
284,symptoms of influenza,0.5432738
285,flu vaccine for children,0.542989
286,how to help a cough,0.54286593
287,get rid of cold,0.5425916
288,how to get rid of stuffy nose,0.54120386
289,cdc flu,0.54105544
290,how to get rid of a tickly cough,0.54067063
291,flu test,0.54064196
292,flu vaccine for child,0.5405769
293,how to get rid of a runny nose,0.5403235
294,flu season uk,0.5400257
295,flu symptoms in children,0.53981626
296,flu symptoms 2016,0.5396294
297,what to eat when sick,0.5393677
298,flu virus symptoms,0.53907305
299,what is the flu vaccine,0.5386971
300,winter flu,0.5386849
301,hay fever remedies,0.5383551
302,flu vaccine nhs,0.5379379
303,influenza virus,0.5370289
304,how to get rid of cold sores,0.5368391
305,swine flu vaccination,0.5367979
306,how to get rid of a dry cough,0.5356166
307,book flu vaccine,0.5353576
308,how to get rid of a chesty cough,0.5345055
309,seasonal flu vaccine,0.53422433
310,swine flu antiviral,0.5342221
311,flu vaccine uk,0.53413665
312,winter flu jab,0.53366494
313,man flu meme,0.5332457
314,influenza b,0.5330101
315,flu temperature,0.5323765
316,should i get a flu shot,0.53221357
317,influenza pandemic,0.53205097
318,best thing for a cold,0.5317383
319,should i have the flu jab,0.5314497
320,the flu shot,0.53126085
321,stop a cold,0.53124917
322,flu in early pregnancy,0.5310968
323,flu jab for children,0.53097904
324,cure a cold,0.5309423
325,fever remedies,0.53090703
326,flu vaccination side effects,0.5306339
327,influenza a,0.5305434
328,flu deaths 2019,0.53043306
329,summer flu,0.53040063
330,early flu symptoms,0.5301727
331,foods to eat when sick,0.5301723
332,how to get rid of strep throat,0.5298525
333,incubation period for flu,0.52928895
334,flu children,0.5291367
335,flu mexico,0.5279805
336,flu symptoms child,0.52784014
337,pregnant flu,0.52783465
338,get rid of cold fast,0.5278184
339,best remedy for cough,0.52764916
340,flu map,0.5269897
341,remedies for cough,0.526818
342,stop feeling sick,0.5260844
343,aussie flu,0.5259216
344,is it flu or cold,0.5256305
345,how to get rid of hayfever,0.5256039
346,effects of flu jab,0.5254364
347,how to get rid of a cold sore,0.5253973
348,google flu,0.5252808
349,flu vaccine 2019,0.52514434
350,how to get rid of a stuffy nose,0.5248463
351,flu jab 2021,0.5243177
352,flu deaths uk,0.52410316
353,aussie flu nhs,0.52372575
354,best remedy for cold,0.52371645
355,flu jab nhs,0.5232719
356,flu jab for child,0.52301073
357,current flu virus,0.5228263
358,how to get rid of cold sores fast,0.52274215
359,how to ease a cough,0.52256376
360,how to get a fever,0.52226317
361,can you take cold and flu when pregnant,0.52223426
362,how long are you contagious with the flu,0.5222188
363,flu symptoms 2022,0.52114403
364,flu vaccine side effects,0.52093184
365,how to clear mucus,0.52022076
366,cold or flu quiz,0.5197215
367,nhs direct flu,0.5191399
368,how to get rid of a headache,0.5190365
369,how to break a fever,0.5187066
370,flu contagious period,0.5184021
371,flu jab uk,0.5182146
372,asian flu,0.5166601
373,how to stop coughing fit,0.51660156
374,flu vaccine near me,0.51657224
375,how to get rid of a migraine,0.5165539
376,how to get rid of migraines,0.5165514
377,how to treat a sinus infection,0.5164861
378,freshers flu,0.5158378
379,flu vaccine pharmacy,0.5151095
380,book flu jab,0.51448274
381,stop sickness,0.5143257
382,intestinal flu,0.5141039
383,is the flu jab safe,0.51384264
384,how many people die from flu,0.5134704
385,nurofen cold and flu,0.51336694
386,flu deaths 2020,0.5130622
387,flu jab 2018,0.5130559
388,flu shot reactions,0.5126785
389,how to get rid of headaches,0.5123241
390,stomach flu,0.51227224
391,flu jab 2020,0.5122063
392,how long is the flu contagious,0.5117377
393,aussie flu uk,0.5116398
394,pandemic flu,0.5114428
395,how to stop nausea,0.51136374
396,tummy flu,0.511228
397,baby flu,0.51101327
398,the spanish flu,0.51070946
399,how to get rid of sore throat,0.51005363
400,remedy for cough,0.50999945
401,flu or covid,0.50968015
402,when is flu contagious,0.5093532
403,how to stop a runny nose,0.50916684
404,how to stop runny nose,0.5090622
405,flu vaccine when pregnant,0.5087935
406,home remedy for cough,0.5085118
407,what is man flu,0.50826067
408,flu incubation period,0.5074011
409,spanish flu pandemic,0.50713086
410,home remedies for cough,0.50702107
411,child flu vaccine,0.5068141
412,cold and flu symptoms,0.5065776
413,flu game 12,0.50646585
414,flu jab while pregnant,0.5064359
415,how to get rid of a cold sore fast,0.50615007
416,how to get rid of a headache fast,0.50584716
417,how to get rid of a virus,0.50573206
418,cure for cough,0.50535536
419,how to treat diarrhea,0.50512993
420,remedies for cold,0.5051256
421,how to get rid of a sore throat,0.5050513
422,side effects of flu vaccine,0.504869
423,how to stop diarrhea,0.5048151
424,how to get rid of headache,0.504742
425,get over a cold,0.5042754
426,australian flu nhs,0.5031213
427,flu jab 2017,0.5028379
428,how to cure diarrhea,0.50254816
429,how to cure,0.5018551
430,flu jab 2016,0.50159585
431,get rid of cough,0.50113934
432,flu vaccine in pregnancy,0.5005803
433,swine influenza,0.49907002
434,flu like virus,0.49878567
435,pregnancy flu,0.4984284
436,flu vaccine baby,0.49793264
437,flu vaccine 2018,0.49776423
438,cold flu symptoms,0.49716863
439,la influenza,0.49706537
440,how long is flu contagious,0.49702257
441,flu jab near me,0.49693543
442,symptoms of australian flu,0.49678624
443,baby flu jab,0.49675813
444,benylin 4 flu tablets,0.4965955
445,flu vaccine for pregnant,0.49649292
446,latest flu virus,0.49648187
447,get a cold,0.496476
448,fastest way to get rid of a cold sore,0.49644136
449,flu vs coronavirus,0.49539682
450,remedy for cold,0.49523455
451,flu like symptoms,0.49474853
452,distributing vaccines and treatments for covid-19 and flu,0.49462107
453,flu vaccine children,0.49460268
454,how to get rid of a sore throat fast,0.4944736
455,hay fever cures,0.49418482
456,home remedies for cold,0.493842
457,flu jab cost,0.49383962
458,hay fever relief,0.4935804
459,sainsburys flu jab,0.49356064
460,effects of swine flu,0.49267733
461,how to get rid of a chest infection,0.49256724
462,flu jab when pregnant,0.49252346
463,flu deaths 2020 uk,0.49239635
464,flu like,0.49195918
465,how to stop tickly cough,0.49181768
466,how to stop a tickly cough,0.4916476
467,australian flu symptoms,0.49160963
468,lemsip cold and flu capsules,0.4915783
469,spanish flu,0.4913155
470,eat when sick,0.4909213
471,get rid of a cough,0.49091667
472,how to stop a sore throat,0.49087036
473,how to clear sinuses,0.4907434
474,flu b symptoms,0.49052587
475,flu vaccine 2020,0.490394
476,symptoms of aussie flu,0.48997295
477,how to stop sneezing,0.48969588
478,flu jab vaccine,0.48960465
479,child flu,0.4893343
480,cough remedies,0.48906898
481,how to sleep with a cold,0.48897052
482,booking flu jab,0.48828548
483,lloyds flu jab,0.48825008
484,private flu jab,0.48801678
485,about swine flu,0.4873606
486,spanish influenza,0.48734632
487,influenza b virus,0.4870744
488,be sick,0.4870615
489,hay fever remedy,0.48691595
490,flu vaccine 2017,0.4867309
491,swine flu vaccine,0.4862385
492,cold or flu,0.4856935
493,flu jab child,0.48467577
494,aussie flu symptoms,0.48464078
495,cold or flu nhs,0.48461854
496,how to get rid of gingivitis,0.4844209
497,sinus infection remedies,0.48424003
498,how to get rid of yeast infection,0.48399696
499,natural remedies for cough,0.48278135
500,hay fever cure,0.48255295
501,hay fever treatments,0.48242417
502,flu vaccine pregnant,0.48223317
503,how to treat strep throat,0.48219043
504,flu or cold or covid,0.48173523
505,treat a cold,0.481709
506,flu vaccine pregnancy,0.48165393
507,flu vaccine 2016,0.48130888
508,how did spanish flu end,0.4812448
509,swine flu update,0.48108822
510,how to get rid of a toothache,0.48067906
511,flu jab side effects,0.48067534
512,swine flu,0.48061118
513,how do you catch pneumonia,0.480367
514,natural remedy for cough,0.4802791
515,morning sickness remedies,0.47996664
516,how to cure sore throat,0.47966754
517,how to stop a runny nose instantly,0.47958523
518,cold or flu symptoms,0.4795677
519,how to clear a stuffy nose,0.47949332
520,how to get rid of bad breath,0.47948217
521,how to get rid of phlegm,0.47928268
522,australian flu symptoms nhs,0.47917807
523,pharmacy flu jab,0.47896057
524,child nasal flu vaccine,0.47891343
525,stomach flu contagious,0.47885683
526,spanish flu epidemic,0.47853255
527,h1n1 flu,0.4784915
528,common cold remedies,0.47807908
529,how to stop feeling nauseous,0.47780606
530,cold flu or covid,0.47706446
531,how to cure a headache,0.4768765
532,flu jab in pregnancy,0.47672385
533,get rid of mucus,0.47661862
534,uk flu deaths 2019,0.4763276
535,stomach flu nhs,0.47573248
536,how to get rid of hangover,0.47560713
537,news flu,0.47520992
538,can you take cold and flu medicine while pregnant,0.47471544
539,cold and flu tablets when pregnant,0.4745974
540,aussie flu symptoms nhs,0.47439653
541,what is influenza b,0.47435367
542,how to get rid of conjunctivitis,0.4733678
543,hay fever treatment,0.4730629
544,symtoms of swine flu,0.47296464
545,how do you get pneumonia,0.47294903
546,side effects of the flu jab,0.47291023
547,how long did the spanish flu last,0.47284314
548,how to treat a cold sore,0.47252196
549,how to cure a sore throat,0.47195053
550,fluoride treatment,0.4716249
551,side effects of flu jab,0.47145072
552,treatment for hay fever,0.47120273
553,remedies for hayfever,0.47030938
554,flu vaccine 2018 uk,0.4700775
555,best medicine for hay fever,0.46992472
556,how to treat cold sores,0.46975774
557,how to cure bad breath,0.46913955
558,flu jab symptoms,0.4691263
559,stomach flu symptoms,0.4691027
560,how to prevent cold sores,0.46842903
561,swine flu symtoms,0.46837017
562,ebola treatment,0.46804878
563,how to get rid of eczema,0.4680299
564,boots cold and flu,0.46792465
565,how to get rid of cold sores overnight,0.46756044
566,influenza type a,0.4673419
567,aussie flu symptoms 2017,0.46729368
568,how to get rid of a yeast infection,0.46711355
569,remedies for nausea,0.46685034
570,flu jab pregnant,0.46630222
571,hayfever remedies,0.46568853
572,sinus infection home remedy,0.46535462
573,catch a cold,0.46524465
574,flu jab pregnancy,0.4652069
575,google flu trends,0.46510714
576,cure for ebola,0.4644611
577,symptoms of stomach flu,0.46418512
578,how to treat a sore throat,0.46369934
579,cures for morning sickness,0.4635193
580,how to get rid of a rash,0.46345916
581,how to treat chicken pox,0.46343786
582,swine flu outbreak,0.4633203
583,influenza b symptoms,0.4631335
584,cure cough,0.4628893
585,h1n1 influenza,0.4627713
586,hong kong flu,0.462688
587,cough remedy,0.462149
588,cure a cough,0.46192887
589,how many people die of flu each year uk,0.4619024
590,swine flu pandemic,0.46140867
591,flu or coronavirus,0.4610008
592,stop coughing,0.4602306
593,flu vaccine 2017 uk,0.45948508
594,treatment for bronchitis,0.45927048
595,how to help a sore throat,0.45924467
596,how to get rid of a cold sore overnight,0.45869577
597,avian influenza,0.45862257
598,how to stop vomiting,0.45860675
599,lloyds pharmacy flu jab,0.45856184
600,spanish flu symptoms,0.45787057
601,boots flu vaccine,0.4569148
602,swine flu jab,0.45664787
603,lemsip cold and flu,0.45658493
604,remedies,0.45655835
605,bronchitis treatments,0.456554
606,how to get rid of constipation,0.45647365
607,home remedies for nausea,0.45602667
608,when you have a cold,0.4559754
609,feed a fever starve a cold,0.45554247
610,bird flu,0.4553262
611,flu injection side effects,0.45476228
612,nausea remedies,0.45469677
613,home remedies for hayfever,0.45463103
614,best cough remedy,0.45458347
615,natural cold remedies,0.45437896
616,flu jab side effects 2018,0.4543244
617,swine flu nhs,0.45431018
618,how to get rid of cramps,0.45413643
619,the swine flu,0.45412177
620,colic remedies,0.45410532
621,how to relieve stress,0.4540884
622,swine flu spread,0.45388287
623,i have pneumonia,0.4536695
624,coronavirus cold or flu,0.45225537
625,catching a cold,0.45171672
626,how to sneeze,0.4516852
627,how long did spanish flu last,0.45142564
628,fever treatment,0.4510051
629,how to get rid of a stomach ache,0.45089084
630,fever cure,0.45040566
631,avian flu,0.449752
632,natural cough remedies,0.4492681
633,dog flu,0.4491119
634,how to get rid of bloating,0.44905913
635,flu vaccine child side effects,0.4489628
636,flu or cold test,0.4489567
637,swine flu cdc,0.4489207
638,keep coughing,0.44890627
639,superdrug flu jab,0.44883513
640,pig flu,0.4481776
641,swine flu virus,0.44802177
642,how to get rid of the hiccups,0.44707558
643,remedies for dry cough,0.4466449
644,swine flu facts,0.44662058
645,how to get rid of period cramps,0.4461413
646,swine flu uk,0.44575027
647,man flu video,0.4455339
648,how to stop coughing at night,0.44526303
649,what is the swine flu,0.4446653
650,how to get a sore throat,0.44437402
651,remedies for chesty cough,0.4438581
652,cold remedies,0.44364017
653,swine flu game,0.4435866
654,can humans get bird flu,0.4433198
655,bronchitis treatment,0.4426646
656,how to take antibiotics,0.44263723
657,have a cold,0.44255847
658,home remedies for chesty cough,0.44232163
659,beechams flu plus,0.4419418
660,nhs child flu,0.44182694
661,home remedies for dry cough,0.44144076
662,how to cough,0.44134116
663,how to get rid of bloating fast,0.44025916
664,cough and fever,0.43933854
665,diarrhea remedies,0.43849006
666,how to get rid of hiccups,0.43847018
667,home remedies,0.43839282
668,how to relieve constipation,0.43803826
669,swine flu 2016,0.43790305
670,swine flu cases,0.4375815
671,best medicine for cold,0.43753606
672,bird flu vaccine,0.43737194
673,how to relieve sinus pressure,0.43727407
674,stop a cough,0.43723363
675,natural remedies for hayfever,0.43694827
676,medicine for hay fever,0.4367255
677,swine flu symptons,0.43559426
678,how to get rid of a sore,0.4354632
679,bird flu restrictions,0.43485704
680,how to get rid of blocked nose,0.43447506
681,cough relief,0.43391722
682,flu like symptoms pregnant,0.43384665
683,how to soothe a sore throat,0.43375748
684,how to get rid of an ear infection,0.4334637
685,pneumonia treatment,0.43297756
686,home remedies for diarrhea,0.43286425
687,best medicine for cough,0.43284196
688,help a cough,0.43272388
689,treatment for pneumonia,0.43220976
690,natural remedies,0.43216798
691,what to do for a sore throat,0.4318754
692,how to get rid of acne,0.43156642
693,swine flu epidemic,0.43151864
694,flu shot side effects,0.43103325
695,how to get rid of sore,0.43090686
696,ways to relieve stress,0.43073705
697,symptoms of the swine flu,0.43073463
698,getting a cold,0.4302494
699,home remedies for chest infection,0.4300177
700,ebola cure,0.4298624
701,what to eat when nauseous,0.42901912
702,balanced flue,0.42895943
703,best remedy for sore throat,0.42851457
704,treatment for sinus infection,0.42841786
705,home remedies for,0.42812464
706,h1n1 flu symptoms,0.427466
707,how to sleep with a runny nose,0.42722303
708,how to treat a chest infection,0.42689687
709,side effects of flu shot,0.42667997
710,colitis treatment,0.42650825
711,how to treat depression,0.4263701
712,hay fever cough,0.42633116
713,natural hayfever remedies,0.42520022
714,how to cure a,0.42497993
715,signs of swine flu,0.42488348
716,how to heal a sore throat,0.42469046
717,lemsip max cold and flu,0.42432857
718,how to relieve anxiety,0.42404026
719,home remedy for sore throat,0.42402598
720,get rid of hayfever,0.42353582
721,morning sickness cures,0.42332745
722,starve a fever,0.4212978
723,morning sickness relief,0.42083108
724,how to cure hiccups,0.4205404
725,i keep coughing,0.42029208
726,how to stop a nose bleed,0.41993004
727,best cold remedy,0.4198236
728,post nasal drip remedies,0.4197135
729,how do you catch norovirus,0.41953802
730,natural cough suppressant,0.41948748
731,how to fight depression,0.41939816
732,swine flu latest,0.4189738
733,how long does stomach flu last,0.41856545
734,what is swine flu,0.4180664
735,swine flu map,0.4170323
736,scarlet fever treatment,0.41683444
737,baby swine flu,0.41683275
738,can you catch a cold,0.41668284
739,gastric flu,0.41661763
740,natural remedies for,0.41613203
741,swine flu symptoms checker,0.4160042
742,tesco flu jab,0.4154605
743,how to get rid of anxiety,0.41530415
744,anti inflammation diet,0.41518754
745,remedies for sore throat,0.4147316
746,how to get rid of a blocked nose,0.4142161
747,bird flu pandemic,0.4139728
748,green book influenza,0.4137235
749,remedies for,0.4137115
750,swine flu vaccine side effects,0.41365567
751,home remedies for asthma,0.41308308
752,throat remedies,0.41292077
753,swine flu deaths,0.41283298
754,covid 19 sneezing,0.41253543
755,bird flu virus,0.4122978
756,symptoms of swine flu,0.41212672
757,best hay fever medicine,0.41133612
758,nasal congestion relief,0.41076103
759,allergy remedies,0.41045564
760,anti inflammatory herbs,0.41018498
761,have a fever,0.41014212
762,home remedies for sore throat,0.41011646
763,bird flu uk,0.4101063
764,anti sickness,0.40983394
765,cure for hayfever,0.40959656
766,how to cure constipation,0.40942636
767,i keep getting colds,0.4089743
768,had a cold for 3 weeks,0.40863016
769,cough fever,0.40854272
770,symptoms swine flu,0.40851656
771,get rid of diarrhea,0.40834877
772,how to get rid of water weight,0.408073
773,how to reduce bloating,0.40788707
774,how to treat eczema,0.4078018
775,coughs and colds,0.4075963
776,how to get rid of pimples,0.4075225
777,sore throat home remedies,0.4074722
778,how do you get cold sores,0.40735978
779,remedy for sore throat,0.40688014
780,keep getting colds,0.40681934
781,dry cough remedy,0.40678644
782,china bird flu,0.40663487
783,cough drops,0.40654537
784,swine flu symptoms in adults,0.40649456
785,boots flu jabs,0.40648985
786,honey for cough,0.40638092
787,hay fever medicine,0.40621874
788,natural remedies for allergies,0.4058307
789,sinus infection treatment,0.40554175
790,swine flu news,0.40527922
791,remedies for chickenpox,0.40461344
792,tesco pharmacy flu jab,0.40460342
793,how to get rid of body acne,0.40456158
794,got a cold,0.40430087
795,infection control,0.4042548
796,bird flu symptoms,0.40418875
797,viral cough,0.40377522
798,have fever,0.40351778
799,get rid of tickly cough,0.4031119
800,how to get rid of mosquito bites,0.40304092
801,how to treat a uti,0.40288123
802,cold cures,0.40269333
803,cold remedy,0.40253335
804,what are the symptoms of swine flu,0.40172708
805,swine flu death,0.40168592
806,flue,0.4013632
807,best way to get rid of acne,0.40109718
808,how do you get meningitis,0.4010177
809,boots flu,0.40080184
810,how to get rid of acne fast,0.40018305
811,runny nose and cough,0.4001698
812,how to cure a uti,0.400016
813,how to reduce swelling,0.39980236
814,stop a runny nose,0.3997202
815,clear mucus,0.39929116
816,how to treat conjunctivitis,0.39919817
817,how to treat acne,0.3986566
818,medicine for cough,0.3985955
819,viral cold,0.39840543
820,coronavirus or flu or cold,0.39830413
821,hay fever medication,0.3982653
822,how to get rid of gas pains,0.39796782
823,wine flu,0.39789802
824,avian flu latest,0.39779693
825,how to get out of depression,0.39765516
826,hay fever tablets,0.39710513
827,stop sneezing,0.39664382
828,how to treat gout,0.39637002
829,hay fever injection,0.3963511
830,sneezing covid,0.3961956
831,how to stop a bloody nose,0.39605278
832,home remedies for cold sores,0.3956467
833,tattoo flu,0.39547956
834,covid and sneezing,0.39455727
835,24 hour sickness,0.39435294
836,how to get rid of a tension headache,0.39421237
837,cold sore home remedies,0.39410338
838,antivirals for covid,0.39404884
839,how to get rid of pimples fast,0.39388072
840,home remedies for migraines,0.39343745
841,cough and headache,0.393072
842,medicine for cold,0.39299405
843,how to cure a yeast infection,0.39255005
844,cure for sore throat,0.39254847
845,how to stop cramps,0.39243507
846,your immune system,0.39233392
847,incubation period for swine flu,0.39154255
848,keep feeling nauseous,0.39117524
849,avian bird flu,0.39098227
850,stop runny nose,0.39074245
851,how do antivirals work,0.39070857
852,how to get rid of cystic acne,0.39019424
853,how do you get strep throat,0.3899259
854,coronavirus sneezing,0.38991186
855,cold sore remedies,0.38982397
856,michael jordan flu game,0.38975435
857,natural allergy remedies,0.38956627
858,cheerleader flu shot,0.3895622
859,what helps a sore throat,0.3894892
860,coughing,0.38894394
861,cough syrup,0.388057
862,how to clear blocked nose,0.38764668
