,Query,Cosine Similarity
78,flu medicine uk,0.6690774
79,flu season uk,0.6690212
80,flu remedies,0.66875434
81,flu test,0.66841626
82,flu london,0.66836685
83,what is the flu,0.668022
84,flu symptoms,0.667834
85,flu shot,0.66768837
86,flu effects,0.6674187
87,flu game,0.6673001
88,best flu medicine,0.6671826
89,flu tablets,0.6666166
90,what is flu,0.6665606
91,got flu,0.6661058
92,flu signs,0.6652993
93,signs of flu,0.6649378
94,type a flu,0.66427964
95,flu outbreaks,0.6642004
96,australian flu nhs,0.6640753
97,recover from flu,0.6630939
98,flu vaccine nhs,0.6629539
99,the flu vaccine,0.6592656
100,nasal flu,0.6589838
101,recovering from flu,0.65878844
102,flu children,0.6580636
103,flu in adults,0.65797347
104,signs of the flu,0.6579294
105,best cure for flu,0.6570409
106,best medicine for flu,0.6562403
107,influenza treatment,0.6559132
108,flu symptons,0.655779
109,flu contagious,0.6543029
110,flu jab,0.65403736
111,influenza vaccine,0.6539913
112,get flu jab,0.6538594
113,flu jabs,0.65385586
114,flu diarrhea,0.6537586
115,flu deaths,0.65143704
116,flu definition,0.65127873
117,swin flu,0.6511891
118,the flu symptoms,0.65108716
119,aussie flu uk,0.6509321
120,flu antibiotics,0.6508512
121,flu death,0.65034664
122,flu symptom,0.6501749
123,flu injections,0.649118
124,influenza b,0.64890563
125,flu tracker,0.6486075
126,flu duration,0.64853066
127,best way to get rid of flu,0.6484403
128,recovery from flu,0.6479213
129,i have flu,0.6476566
130,flu like virus,0.647391
131,pandemic flu,0.64732313
132,flu vaccinations,0.6470436
133,flu symptoms uk,0.6470056
134,types of flu,0.64683515
135,nhs direct flu,0.64671737
136,what medicine for flu,0.64647806
137,flu aches,0.64620304
138,flu like,0.64601004
139,food for flu,0.6459745
140,flu remedies uk,0.645383
141,flu and cough,0.6453011
142,winter flu,0.6452897
143,flu vaccine uk,0.6445319
144,flu meme,0.6441653
145,child flu,0.64407015
146,flu spray,0.64348745
147,symptoms of flu,0.643274
148,child with flu,0.64249015
149,symptom of flu,0.6422676
150,flu or covid,0.64161485
151,flu symptoms 2019,0.64104295
152,influenza a,0.64063054
153,how to prevent flu,0.6401012
154,symptoms of the flu,0.6397464
155,the flu jab,0.6395184
156,news flu,0.63948125
157,flu jab nhs,0.6377053
158,best flu medicine uk,0.6376384
159,flu incubation,0.63758236
160,flu in early pregnancy,0.6373123
161,nhs child flu,0.6370595
162,flu mask,0.6359636
163,summer flu,0.63587624
164,how to get rid of flu,0.63558006
165,treatment for flu,0.6349877
166,influenza symptoms,0.63367486
167,influenza vaccination,0.63250124
168,flu and diarrhea,0.6324918
169,best flu remedies,0.63164425
170,flu jab uk,0.6314904
171,medication for flu,0.6313784
172,how to cure flu,0.6310179
173,flu camp,0.6302399
174,tummy flu,0.629704
175,flu jab 2021,0.6293324
176,flu in toddlers,0.6291568
177,flu symptom checker,0.6288917
178,how to get rid of a flu,0.6287005
179,do i have flu,0.6283026
180,flu and pneumonia,0.62785554
181,how to get rid of the flu,0.6278484
182,flu vaccine baby,0.6275057
183,remedies for flu,0.6271435
184,flu jab 2018,0.627119
185,stomach flu,0.62689924
186,flu last,0.62672687
187,flu symptoms 2017,0.6263001
188,how to treat flu,0.6251409
189,flu mexico,0.62505186
190,flu headache,0.6250466
191,flu symptoms 2018,0.624709
192,what is influenza,0.62381136
193,the spanish flu,0.62354535
194,flu vaccine pregnancy,0.6233715
195,stomach flu nhs,0.62288254
196,latest flu virus,0.6223925
197,best remedies for flu,0.6217473
198,flu jab 2017,0.62138754
199,swine influenza,0.62110823
200,stages of flu,0.6206553
201,swine flu,0.62053996
202,flu vaccine 2019,0.61995906
203,flu jab 2016,0.6195405
204,how to cure the flu,0.6195201
205,have i got flu,0.6194445
206,book a flu jab,0.61913294
207,flu vaccine pregnant,0.61891264
208,flu jab 2020,0.6173806
209,asian flu,0.61692154
210,flu jab asda,0.6158626
211,do i have the flu,0.61585605
212,cold and flu,0.61577445
213,la influenza,0.61569256
214,swine flu nhs,0.6152733
215,flu deaths 2019,0.6147637
216,flu symptoms child,0.61476064
217,baby flu jab,0.6147201
218,cold flu medicine,0.61431086
219,how to treat the flu,0.61429524
220,cold or flu nhs,0.6141644
221,intestinal flu,0.61403096
222,what to take for flu,0.6125087
223,current flu virus,0.6123464
224,flu home remedies,0.6116607
225,flu symptoms 2016,0.61110586
226,flu deaths uk,0.61003214
227,after effects of flu,0.6099486
228,the flu shot,0.60843545
229,australian flu symptoms nhs,0.6080174
230,what are the symptoms of the flu,0.6079164
231,freshers flu,0.6072761
232,antibiotics for flu,0.60674864
233,is it flu or cold,0.60663605
234,spanish flu,0.60646755
235,how to recover from flu,0.606378
236,free flu vaccine,0.6058962
237,cold vs flu,0.604736
238,after the flu,0.6043092
239,flu temperature,0.60418177
240,the swine flu,0.60411906
241,early flu symptoms,0.604076
242,flu jab child,0.6039984
243,flu map,0.6032871
244,free flu shots,0.6030917
245,what are the symptoms of flu,0.60297734
246,flu or coronavirus,0.60275817
247,spanish influenza,0.6020093
248,what are flu symptoms,0.60197735
249,how to get over flu,0.6017952
250,colds and flu,0.6015915
251,flu game 12,0.6013612
252,flu deaths 2020,0.6012818
253,flu or cold or covid,0.60074973
254,spanish flu pandemic,0.6006744
255,flu like symptoms,0.6000527
256,google flu trends,0.6000316
257,flu vaccine 2018,0.5999949
258,free flu jab,0.59964955
259,winter flu jab,0.59951425
260,flu jab pregnant,0.59805983
261,man flu meme,0.59789956
262,flu vaccine 2017,0.59754956
263,child flu vaccine,0.5974708
264,flu after flu jab,0.59730816
265,home remedies for flu,0.5970619
266,book flu vaccine,0.5966282
267,flu jab pregnancy,0.596609
268,flu vaccine for child,0.59608483
269,swine flu uk,0.5956549
270,live flu vaccine,0.594873
271,antivirals for flu,0.5945292
272,symptoms of influenza,0.59450746
273,influenza b virus,0.5943062
274,flu nasal spray,0.59405065
275,aussie flu symptoms nhs,0.5940254
276,dog flu,0.5939509
277,flu vaccine in pregnancy,0.59391534
278,antiviral for flu,0.5929957
279,how to get over the flu,0.59295297
280,flu symptoms in children,0.59245324
281,free flu jabs,0.5921866
282,book flu jab,0.5920696
283,cold or flu,0.59122634
284,child flu spray,0.59084433
285,flu vaccine 2020,0.59073025
286,how to get rid of flu fast,0.5906624
287,is flu contagious,0.59021926
288,cold flu or covid,0.5900531
289,nasal flu vaccine,0.5899085
290,flu vaccine children,0.58953583
291,cough after flu,0.5893333
292,flu vaccine 2016,0.58908904
293,flu vaccine 2018 uk,0.58895326
294,swine flu pandemic,0.588355
295,i have a flu,0.58827573
296,flu vaccine 2017 uk,0.58826303
297,flu symptoms in adults,0.58797383
298,seasonal flu vaccine,0.5879578
299,flu side effects,0.58777547
300,flu vaccine for children,0.58726376
301,side effects of flu,0.5865086
302,when is flu season,0.5861213
303,flu vaccine pharmacy,0.5859968
304,sainsburys flu jab,0.5858781
305,flu deaths 2020 uk,0.5853841
306,bird flu,0.58538216
307,flu vaccine when pregnant,0.5853468
308,flu virus symptoms,0.58527195
309,avian influenza,0.58511806
310,i have the flu,0.58460826
311,flu symptoms 2022,0.58426213
312,flu contagious period,0.5837438
313,private flu jab,0.582786
314,about swine flu,0.5826419
315,flu vaccine for pregnant,0.58256555
316,natural remedies for flu,0.58207935
317,is the flu contagious,0.5817535
318,booking flu jab,0.5806994
319,baby swine flu,0.5801273
320,natural flu remedies,0.5801265
321,flu jab for child,0.5794138
322,flu jab while pregnant,0.57887346
323,flu symptoms last,0.57881045
324,influenza type a,0.5786736
325,pig flu,0.5786449
326,flu vaccine near me,0.5779011
327,flu jab in pregnancy,0.5777176
328,how long flu,0.5775702
329,flu jab near me,0.57671374
330,what is the flu vaccine,0.5765521
331,avian flu,0.5762018
332,antiviral drugs for flu,0.57598525
333,flu vaccine ingredients,0.5756383
334,flu jab for children,0.5747133
335,australian flu symptoms,0.5730654
336,do i have flu or cold,0.57298833
337,flu recovery time,0.57267445
338,uk flu deaths 2019,0.57245374
339,pharmacy flu jab,0.5717038
340,swine flu 2016,0.57162714
341,hong kong flu,0.57142836
342,flu jab reactions,0.5708139
343,flu jab with a cold,0.5699158
344,flu jab when pregnant,0.5698444
345,flu sore throat,0.56975895
346,spanish flu epidemic,0.56946343
347,swine flu cdc,0.56927425
348,do i have a cold or flu,0.56927216
349,reaction to flu jab,0.569111
350,h1n1 flu,0.56805146
351,stomach flu contagious,0.56758493
352,swine flu update,0.5672924
353,swine flu outbreak,0.5665321
354,flu or cold test,0.5660246
355,flu like symptoms pregnant,0.5659568
356,swine flu virus,0.5643757
357,swine flu vaccine,0.5632548
358,swine flu news,0.56161314
359,aussie flu symptoms 2017,0.5614757
360,flu vs coronavirus,0.5614627
361,cold and flu relief,0.5613568
362,aussie flu symptoms,0.5610158
363,swine flu cases,0.5606388
364,difference between a cold and flu,0.5605346
365,cold or flu quiz,0.5603901
366,symptoms of australian flu,0.5598824
367,should i have the flu jab,0.5598461
368,flu b symptoms,0.5588908
369,coronavirus cold or flu,0.55853724
370,swine flu treatment,0.557821
371,flu incubation period,0.55689216
372,swine flu latest,0.5563028
373,flu how long does it last,0.55396396
374,cold and flu medicine,0.55370045
375,lloyds flu jab,0.5534365
376,flu shot reactions,0.5534003
377,swine flu jab,0.55265063
378,man flu video,0.5521845
379,h1n1 influenza,0.552009
380,flu jab vaccine,0.55171883
381,swine flu vaccination,0.55168366
382,is the flu jab safe,0.55108905
383,symptoms of aussie flu,0.5507784
384,what is man flu,0.5503108
385,incubation period for flu,0.54758304
386,what to eat when you have the flu,0.5441345
387,what is influenza b,0.54297096
388,effects of flu jab,0.5427492
389,flu vaccine side effects,0.5419587
390,swine flu spread,0.5418381
391,bird flu uk,0.54159737
392,where can i get flu jab,0.54093343
393,influenza b symptoms,0.5405257
394,swine flu epidemic,0.5402506
395,cold or flu symptoms,0.5396359
396,best cold and flu medicine,0.5389531
397,swine flu game,0.5385714
398,beechams flu plus,0.5365906
399,child nasal flu vaccine,0.53632206
400,when is flu contagious,0.53515315
401,should i get a flu shot,0.5346391
402,tattoo flu,0.5338514
403,flu vaccination side effects,0.5324831
404,gastric flu,0.53103757
405,nurofen cold and flu,0.53092504
406,tesco flu jab,0.53058064
407,stomach flu symptoms,0.52899027
408,boots flu vaccine,0.52874255
409,superdrug flu jab,0.5285018
410,best medicine for cold and flu,0.52834296
411,flu jab symptoms,0.52796984
412,swine flu facts,0.5271578
413,difference between cold and flu,0.5270902
414,bird flu virus,0.5260432
415,bird flu pandemic,0.52595913
416,cold and flu tablets,0.5253071
417,swine flu symtoms,0.52462566
418,how many people die from flu,0.5232922
419,lemsip cold and flu,0.52244514
420,cold and flu symptoms,0.52159005
421,what is the swine flu,0.52107614
422,swine flu antiviral,0.5209073
423,side effects of flu vaccine,0.52055055
424,how long does the flu last,0.5200172
425,flu jab cost,0.5199468
426,avian flu latest,0.5196836
427,bird flu wales,0.5193502
428,signs of swine flu,0.5187838
429,spanish flu symptoms,0.51877624
430,green book influenza,0.51862323
431,how long does flu last,0.5185078
432,coronavirus or flu or cold,0.518231
433,effects of swine flu,0.5172976
434,distributing vaccines and treatments for covid-19 and flu,0.51726496
435,lloyds pharmacy flu jab,0.516123
436,symptoms swine flu,0.51504475
437,symptoms of stomach flu,0.5145219
438,cold and flu remedies,0.5140421
439,boots flu,0.5134818
440,swine flu symptons,0.5134079
441,tesco pharmacy flu jab,0.51306397
442,sickness virus,0.51272225
443,fever,0.51217145
444,swine flu symptoms checker,0.5118649
445,cold flu remedies,0.510676
446,illnesses,0.50947744
447,how long can flu last,0.5088658
448,cold flu symptoms,0.50696176
449,avian bird flu,0.50598603
450,flue,0.5058217
451,symtoms of swine flu,0.5057644
452,how did spanish flu end,0.5057393
453,swine flu map,0.5051244
454,how long does a flu last,0.50499415
455,symptoms of the swine flu,0.50443333
456,hay fever,0.50379676
457,boots cold and flu,0.5036625
458,flu injection side effects,0.50317556
459,how long to recover from flu,0.5015626
460,boots flu jabs,0.5010387
461,flu vaccine child side effects,0.50060284
462,china bird flu,0.50058055
463,bird flu vaccine,0.5004676
464,cheerleader flu shot,0.50039816
465,how long is the flu contagious,0.49948728
466,what is swine flu,0.49879038
467,benylin 4 flu tablets,0.49858147
468,ebola,0.49552038
469,flu jab side effects 2018,0.4953306
470,ebola disease,0.49523893
471,how long are you contagious with the flu,0.49333033
472,swine flu death,0.49250805
473,virus ebola,0.492032
474,h3n8 bird flu,0.491464
475,hay fever cough,0.4904963
476,swine flu deaths,0.4903023
477,wine flu,0.48961702
478,cough and fever,0.48922607
479,boots flu jab,0.48768303
480,bird flue,0.48750687
481,fever contagious,0.48740944
482,how many people die of flu each year uk,0.48645195
483,lemsip max cold and flu,0.48639408
484,symptoms of swine flu,0.48615754
485,how long is flu contagious,0.48536146
486,can you take cold and flu when pregnant,0.48526204
487,how long do flu symptoms last,0.48469198
488,ebola outbreak,0.48453152
489,boots flu jab 2020,0.48388353
490,fever virus,0.48374304
491,cough fever,0.48221382
492,flu jab side effects,0.48160732
493,lemsip cold and flu capsules,0.48122793
494,ebola epidemic,0.4804831
495,get sick,0.47945246
496,ebola vaccine,0.47815418
497,illness,0.47769466
498,cold fever,0.47733274
499,h1n1 flu symptoms,0.47444072
500,outbreak,0.4734465
501,stop sickness,0.4732061
502,fever nhs,0.4723827
503,pneumonia,0.4712235
504,ebola uk,0.4705865
505,side effects of flu jab,0.4704699
506,sickness,0.47040558
507,bird flu restrictions,0.47003877
508,side effects of the flu jab,0.46991694
509,bird flu 2023,0.4693773
510,bird flu symptoms,0.46931112
511,be sick,0.46922815
512,ebola crisis,0.46879858
513,ebola virus disease,0.46781647
514,baby fever,0.46772802
515,cold and flu tablets when pregnant,0.4673541
516,hay fever or cold,0.46686876
517,michael jordan flu game,0.4651178
518,viral cough,0.46471038
519,fever injection,0.46396807
520,flu shot side effects,0.46380478
521,epidemic pandemic,0.46328348
522,bird flu 2022,0.4632349
523,sick virus,0.46262366
524,balanced flue,0.46212652
525,can humans get bird flu,0.4620719
526,have fever,0.46155474
527,swine flu symptoms in children,0.46154097
528,viral cold,0.4614147
529,hay fever uk,0.46125856
530,swine flue symptoms,0.46074235
531,swine flu symptoms in adults,0.46074137
532,fevers,0.45896477
533,what are the symptoms of swine flu,0.45818076
534,news ebola,0.45787457
535,the ebola outbreak,0.45785677
536,the ebola virus,0.4575292
537,clinical infectious diseases,0.45623
538,24 hour sickness,0.45450062
539,hay fever injection,0.45393032
540,about ebola,0.45376068
541,ebola cure,0.45289427
542,how long did the spanish flu last,0.45284367
543,ebola spread,0.45178524
544,high fever,0.4512434
545,nhs pneumonia,0.45107666
546,infant fever,0.45091215
547,cold and fever,0.450415
548,bird flu map,0.4503327
549,side effects of flu shot,0.44956785
550,fever and vomiting,0.44931534
551,hay fever medicine,0.44927332
552,swine flu vaccine side effects,0.44922385
553,infectious disease,0.44914335
554,ebola treatment,0.44872603
555,infectious diseases,0.44821516
556,stop feeling sick,0.44820043
557,severe hay fever,0.4469604
558,ebola symptoms,0.44571984
559,contagious diseases,0.44557613
560,cholera,0.445142
561,sickness bug,0.4443437
562,fever cure,0.44418922
563,pandemic,0.44365183
564,viral pneumonia,0.4436129
565,winter vomiting virus,0.4429219
566,anti sickness,0.4420574
567,vomiting virus,0.44131336
568,a fever,0.44126976
569,covid 19 vaccine,0.44123176
570,covid 19 cough,0.44101503
571,yellow fever,0.44084993
572,hay fever relief,0.44061124
573,pneumonia vaccine,0.44054464
574,covid 19 sneezing,0.44028595
575,pneumonia contagious,0.4399262
576,child fever,0.43985805
577,incubation period for swine flu,0.43974718
578,cough virus,0.43905497
579,coughing,0.43881047
580,respiratory infection,0.43842846
581,covid19 vaccine,0.43779743
582,feeling sick,0.4377375
583,ebola in,0.4348241
584,fever medicine,0.43475786
585,cold virus,0.434371
586,infection,0.43425667
587,how long did spanish flu last,0.43416098
588,pandemic and epidemic,0.43366724
589,hay fever cure,0.43362373
590,coughing and vomiting,0.4336123
591,baby being sick,0.4332819
592,africa ebola,0.4325724
593,chills and fever,0.43254966
594,sickness and,0.43242747
595,i have pneumonia,0.4324226
596,infections,0.4321462
597,nhs covid vaccine,0.43187153
598,lassa fever,0.4314963
599,fever with chills,0.4307978
600,hay fever season,0.43021595
601,vaccine,0.4302068
602,infected,0.4295767
603,swine fever,0.42956027
604,have a fever,0.42937
605,airborne virus,0.42864618
606,fluu,0.42771474
607,emerging infectious diseases,0.42764896
608,illness symptoms,0.42703807
609,swine flu incubation period,0.426877
610,sickness diarrhea,0.42666984
611,fever while pregnant,0.42657772
612,hay fever medication,0.42656553
613,ebola cases,0.42614424
614,can you take cold and flu medicine while pregnant,0.42528826
615,virus outbreak,0.4251059
616,gastric flu symptoms,0.4246644
617,cure for ebola,0.4240234
618,ebola chan,0.42401493
619,spell pneumonia,0.42388898
620,unwell,0.4238032
621,covid vaccine,0.42370898
622,nhs covid vaccination,0.42327583
623,sickness bugs,0.423077
624,no fever,0.42296335
625,systemic infection,0.42291328
626,pneumonia jab,0.42264092
627,rabbit fever,0.422444
628,ebola latest,0.42135906
629,vaccination,0.42026863
630,24 hour sickness bug,0.42025205
631,journal of infectious diseases,0.42023027
632,is ebola,0.42018616
633,covid and sneezing,0.4201398
634,toddler fever,0.42012486
635,hay fever season uk,0.4197917
636,hay fever tablets,0.41938007
637,e coli outbreak,0.4190269
638,fever series,0.41862002
639,the symptoms of ebola,0.4170433
640,got a cold,0.41649094
641,vaccinated,0.4164255
642,whooping cough,0.41628736
643,coronavirus sneezing,0.41625342
644,getting rid of a cold,0.41615885
645,ebola virus symptoms,0.41615388
646,nhs scarlet fever,0.41600516
647,inflammatory diseases,0.4153693
648,fever pregnancy,0.4150614
649,severe morning sickness,0.41383165
650,getting a cold,0.4135736
651,hay fever pregnancy,0.4132086
652,fever sore,0.41309834
653,ebola hemorrhagic fever,0.4129711
654,ebola death,0.41287696
655,who ebola,0.41269958
656,fever and pregnancy,0.4126995
657,be unwell,0.41251534
658,cholera disease,0.41249716
659,fever treatment,0.41235298
660,ebola in africa,0.4116326
661,immune system,0.41130668
662,how to get rid of sickness,0.4111459
663,40 fever,0.41015774
664,scarlet fever,0.40988672
665,best hay fever medicine,0.40980142
666,rheumatic fever,0.40971857
667,how to stop feeling sick,0.40928972
668,fluoxetine,0.4091605
669,feeling unwell,0.40911266
670,eat when sick,0.4090172
671,pandemic vs epidemic,0.40892893
672,twin wall flue,0.408898
673,cold contagious,0.40868723
674,hay fever treatments,0.40780854
675,diarrhea and sickness,0.40768158
676,yellow fever vaccine,0.40758997
677,low grade fever,0.4075448
678,sneezing covid,0.40740496
679,covid 19,0.407229
680,bronchitis contagious,0.40719315
681,39 fever,0.40714365
682,feel sick,0.4070508
683,stomach virus,0.40703133
684,vomiting,0.4069814
685,fever tablets,0.40694478
686,covid and runny nose,0.40637565
687,having a cold,0.40627974
688,beechams cold and flu,0.40562642
689,hay fever cures,0.4054314
690,symptoms of ebola,0.40534845
691,hay fever treatment,0.40503153
692,hay fever in babies,0.40493914
693,hay fever remedy,0.40488568
694,baby with a cold,0.40441597
695,ebola virus facts,0.4043904
696,fever in child,0.40436754
697,get rid of fever,0.40393138
698,acquired immunity,0.40376124
699,bad cold,0.40321043
700,inflammation,0.403114
701,immunity,0.40305156
702,immune disorders,0.40293738
703,q fever,0.40285555
704,hay fever in pregnancy,0.4027847
705,hay fever allergy,0.4025254
706,sore throat and fever,0.40252364
707,fever during pregnancy,0.40250635
708,body aches no fever,0.40221703
709,inflammatory disease,0.40186536
710,fever in pregnancy,0.40149397
711,nhs vaccine,0.4011686
712,defra bird flu map,0.4000691
713,bacterial pneumonia,0.39985064
714,ebola facts,0.3998364
715,smallpox virus,0.39981174
716,scarlet fever contagious,0.39975747
717,hay fever rash,0.39915648
718,vaccine news,0.39889568
719,coronavirus cough,0.39883804
720,medicine for hay fever,0.39840907
721,cold or coronavirus,0.39799458
722,coughs and colds,0.39734533
723,after pneumonia,0.397257
724,my baby has a cold,0.39693916
725,child with fever,0.39658272
726,fever pain,0.3964497
727,sore throat no fever,0.39644113
728,immune,0.39614195
729,infection control,0.39603865
730,bronchial pneumonia,0.3958432
731,corona virus cough,0.39583415
732,had a cold for 3 weeks,0.39550233
733,fever remedies,0.39517647
734,how long does stomach flu last,0.39466727
735,winter virus,0.3945845
736,pregnant with a cold,0.3945269
737,pfizer covid vaccine,0.3942311
738,virus disease,0.39419994
739,upper respiratory infection,0.3941802
740,runny nose and cough,0.39402768
741,headache and fever,0.3933171
742,bronchitis,0.39326307
743,best medicine for hay fever,0.39295223
744,croup contagious,0.3928149
745,get rid of a cold,0.3924333
746,immune response,0.39225343
747,really bad cold,0.39213166
748,sore throat and covid,0.39211932
749,best way to get rid of a cold,0.39207262
750,post viral fatigue,0.3919238
751,common cold,0.39110464
752,hay fever sore throat,0.3910401
753,stop a cold,0.39076832
754,immune system diseases,0.39054462
755,fever in babies,0.39043444
756,plague,0.39036477
757,anime fever,0.39018136
758,fever rash,0.39013928
759,viral infections,0.39009264
760,viral bronchitis,0.39002058
761,dog fever,0.3894703
762,ebola sierra leone,0.3890327
763,coronavirus fever,0.38900286
764,severe cold,0.38873023
765,sneezing covid symptom,0.3884957
766,runny nose and sneezing,0.38845432
767,viral infection,0.3882338
768,fever 38,0.3882277
769,current cold virus,0.38818216
770,inflammatory,0.38763213
771,immunization,0.387539
772,yellow fever vaccination,0.38726604
773,your immune system,0.3870479
774,morning sickness relief,0.38701397
775,fever in children,0.38693735
776,fever cause,0.3869256
777,feel unwell,0.38658613
778,cough syrup,0.38654965
779,sinus infection contagious,0.3864994
780,outbreak movie,0.38642043
781,book covid vaccine,0.38632903
782,valley fever,0.38610846
783,fever children,0.38607153
784,how to reduce a fever,0.38599274
785,covid vaccine uk,0.38581032
786,inflamation,0.385523
787,quickest way to get rid of a cold,0.38506374
788,nhs norovirus,0.38505736
789,what is hay fever,0.38505328
790,best thing for a cold,0.38484526
791,foods to eat when sick,0.3848116
792,antiinflammatory,0.38463083
793,runny nose with covid,0.38400832
794,winter sickness,0.3838878
795,low immune system,0.38385576
796,coughing up,0.3838225
797,cough and cold,0.3835778
798,how to get rid of a fever,0.38346097
799,critical illness,0.38332775
800,fastest way to get rid of a cold,0.38303512
801,infant cough,0.38242763
802,chills and sore throat,0.3824202
803,get a cold,0.3822898
804,morning sickness cures,0.38228256
805,vaccine pregnancy,0.3822528
806,chills no fever,0.38205615
807,honey for cough,0.38160303
808,vaccine a,0.38139585
809,best ways to get rid of a cold,0.38120905
810,cure a cold,0.38119876
811,fever blister,0.3810138
812,typhoid fever,0.38094822
813,chesty cough covid,0.38093802
814,cough after covid,0.38085982
815,tick fever,0.3807841
816,lower respiratory infection,0.38053074
817,unwell women,0.38034582
818,chills without fever,0.38030952
819,pneumonia shot,0.38011813
820,start of a cold,0.37967908
821,coronavirus pneumonia,0.37966406
822,catching a cold,0.3792341
823,sickness during pregnancy,0.37909314
824,when you have a fever,0.37891948
825,what to eat when sick,0.3787807
826,covid vaccine near me,0.37868267
827,is pneumonia contagious,0.3786348
828,meningitis outbreak,0.37843326
829,vaccinations,0.37839827
830,covid19 symptoms,0.3783199
831,double pneumonia,0.3780486
832,c diff infection,0.37773097
833,fluoride treatment,0.37708408
834,ways to get rid of a cold,0.3770209
835,fever headache,0.37699464
836,e coli infection,0.37679583
837,the immune system,0.3765694
838,fever in toddler,0.3765634
839,ebola in sierra leone,0.37613693
840,enterovirus,0.37600392
841,salmonella,0.37591013
842,fever sore throat,0.37575495
843,viral meningitis contagious,0.37560242
844,winter sickness bug,0.37555143
845,have a cold,0.37554598
846,pandemic 3,0.37539327
847,baby coughing,0.3753325
848,norovirus contagious,0.3751241
849,when you have a cold,0.3749839
850,diseases,0.37493658
851,salmonella outbreak,0.37468714
852,best cure for a cold,0.37436664
853,mucus cough,0.3743565
854,temperature fever,0.37428695
855,antiviral,0.3740549
856,scarlet fever pregnancy,0.37398386
857,fever blisters,0.37370038
858,sleeping sickness,0.37365484
859,cough and sore throat,0.3734915
860,chronic inflammation,0.37333888
861,ssris,0.3731004
862,infection symptoms,0.37296996
863,immune system disorders,0.37264147
864,scarlet fever in pregnancy,0.37261423
865,dry cough covid,0.37260967
866,scarlet fever and pregnancy,0.37237972
867,scarlet fever incubation,0.37235215
868,bronchial infection,0.37234068
869,virus,0.37229812
870,fever adults,0.3722428
871,meningitis contagious,0.3722381
872,haiti cholera,0.3719346
873,toddler high fever,0.3718569
874,hay fever remedies,0.37162328
875,constantly coughing,0.37129268
876,how to get rid of a cold,0.3712272
877,vomit bug,0.37113568
878,how to stop hay fever,0.3710811
879,microscopic colitis,0.37082025
880,is pneumonia,0.37078544
881,throat cough,0.3707374
882,immunisations,0.37024212
883,colon infection,0.37008804
884,immunologist,0.37000036
885,cough and headache,0.36993784
886,fever of 39,0.3698218
887,the common cold,0.36970457
888,virus symptoms,0.36958277
889,pneumonia injection,0.36933878
890,winter viruses,0.3692654
891,beaver fever,0.3692104
892,severe cough,0.3691788
893,cough medicine,0.36904848
894,why do i feel sick,0.36901188
895,auto immune diseases,0.36871415
896,cotton fever,0.3686444
897,fever symptom,0.36863652
898,christmas disease,0.36849675
899,serum sickness,0.36845222
900,tickly cough coronavirus,0.3682841
901,headache and feeling sick,0.3681986
902,keep coughing,0.3681328
903,runny nose coronavirus,0.3680938
904,communicable diseases,0.36803705
905,viral diseases,0.36792418
906,nhs covid19,0.36789417
907,allergy cough,0.3677312
908,whooping cough vaccine,0.36769846
909,fever in adults,0.3674649
910,dengue fever,0.36725807
