,Query,Cosine Similarity
510,bird flu restrictions,0.48771605
511,stomach flu,0.48747915
512,cold or flu,0.4869792
513,green book influenza,0.48681128
514,colds and flu,0.4865651
515,aussie flu symptoms 2017,0.48629108
516,do i have flu or cold,0.48618308
517,coronavirus nhs,0.4860156
518,spanish flu,0.48476666
519,symptoms of the flu,0.48463732
520,flu how long does it last,0.4844739
521,how long are you contagious with the flu,0.48415926
522,flu and diarrhea,0.48387673
523,ebola cure,0.4838218
524,the flu symptoms,0.4834909
525,hepatitis c vaccine,0.4822496
526,flu mexico,0.48184848
527,flu symptoms in adults,0.48106667
528,cold and flu tablets,0.4803213
529,australian flu symptoms,0.47999197
530,do i have a cold or flu,0.4799504
531,pig flu,0.47988224
532,hepatitis b vaccination,0.47963458
533,what is the swine flu,0.47958517
534,bird flu pandemic,0.4792863
535,rubella vaccine,0.47870052
536,hep b vaccine schedule,0.4781206
537,nhs england,0.47802636
538,virus ebola,0.47717398
539,flue,0.47707075
540,cold flu or covid,0.47575337
541,baby swine flu,0.47483507
542,swine flu facts,0.4742032
543,child immunization schedule,0.47415766
544,i have a flu,0.47212774
545,what to eat when you have the flu,0.47203225
546,beechams flu plus,0.4718438
547,coronavirus cold or flu,0.47078866
548,i have the flu,0.4698016
549,bird flu 2022,0.46929568
550,flu symptoms last,0.4692144
551,swine flu symptoms checker,0.46907178
552,hay fever season uk,0.46866807
553,can you take cold and flu when pregnant,0.4675568
554,what are flu symptoms,0.46695253
555,flu symptoms child,0.4669461
556,bird flu 2023,0.46663624
557,balanced flue,0.4663033
558,how long does flu last,0.4660982
559,flu symptoms in children,0.4652682
560,how long does the flu last,0.46465746
561,benylin 4 flu tablets,0.46444583
562,symptoms of influenza,0.464158
563,childhood immunization schedule,0.46334764
564,what are the symptoms of flu,0.4623741
565,what are the symptoms of the flu,0.4621107
566,symptoms of australian flu,0.4612907
567,acquired immunity,0.46124113
568,nhs covid pass,0.4603467
569,avian bird flu,0.45973122
570,lemsip cold and flu capsules,0.4591591
571,hepatitis b vaccine schedule,0.45840183
572,rabies vaccination,0.4583929
573,vaccine side effects,0.4579944
574,immune,0.4579062
575,flu jab side effects,0.45745367
576,swine flu deaths,0.45717812
577,what is swine flu,0.45659286
578,aussie flu symptoms,0.4563815
579,immunology,0.45617878
580,uk nhs,0.45609805
581,ebola treatment,0.45607066
582,flu b symptoms,0.4560479
583,nhs hospitals,0.4558348
584,immune system,0.45434982
585,flu side effects,0.45385045
586,side effects of flu,0.45367938
587,bird flu map,0.4534945
588,clinical infectious diseases,0.45347473
589,how long can flu last,0.45314723
590,ebola epidemic,0.4531237
591,the ebola virus,0.45184708
592,influenza b symptoms,0.45183784
593,ebola outbreak,0.45153022
594,pneumonia injection,0.45140457
595,how long does a flu last,0.45043254
596,how long to recover from flu,0.4498046
597,side effects of flu jab,0.44978005
598,cold flu remedies,0.44938543
599,pneumonia jab,0.44922823
600,h3n8 bird flu,0.44890946
601,early flu symptoms,0.4486374
602,bird flue,0.4484242
603,hpv vaccine for men,0.44809842
604,symptoms of aussie flu,0.44793066
605,dog vaccination schedule,0.446954
606,journal of infectious diseases,0.44585705
607,hospital nhs,0.44581035
608,ebola spread,0.44552922
609,hay fever cure,0.44537058
610,ebola,0.44482338
611,nhs chicken pox,0.44477773
612,cold and flu remedies,0.44470537
613,nurofen cold and flu,0.44386482
614,hay fever medicine,0.4433866
615,effects of swine flu,0.44289064
616,hay fever,0.44285142
617,lemsip max cold and flu,0.44163752
618,cure for ebola,0.4415035
619,swine flu death,0.44101796
620,ebola disease,0.44089246
621,side effects of the flu jab,0.43822932
622,cold nhs,0.43815023
623,hay fever cough,0.43707103
624,hay fever relief,0.43690538
625,swine flu symptons,0.4366956
626,airborne virus,0.43667936
627,nhs scotland,0.43612677
628,allergy shots,0.43557632
629,fever contagious,0.43546498
630,nhs chest infection,0.4354163
631,africa ebola,0.4352026
632,infectious disease,0.43508145
633,nhs professionals,0.43400425
634,can humans get bird flu,0.43354592
635,vaccination side effects,0.43350774
636,strep throat nhs,0.43238336
637,injection for hayfever,0.4317186
638,healthcare uk,0.43110013
639,covid 19 sneezing,0.43094492
640,nhs swine,0.43015993
641,ebola crisis,0.4297583
642,incubation period for swine flu,0.42889374
643,ebola in africa,0.42880085
644,lemsip cold and flu,0.42858958
645,health protection agency uk,0.42835945
646,baby nhs,0.42743373
647,covid antivirals uk,0.4273143
648,virus going around uk,0.42667913
649,public health wales,0.4265982
650,infectious diseases,0.4264256
651,china bird flu,0.42581937
652,the ebola outbreak,0.42576718
653,coronavirus or flu or cold,0.42571628
654,nhs job,0.4256273
655,nhs non emergency,0.42558062
656,ebola virus disease,0.42551184
657,nhs call,0.4249783
658,measles uk,0.42480606
659,shingles vaccine cost,0.42470428
660,gp nhs,0.42438146
661,outbreak,0.42419982
662,michael jordan flu game,0.423728
663,swine flu symtoms,0.4237092
664,nhs health checker,0.42335767
665,immune response,0.42328244
666,sickness virus,0.42151317
667,emerging infectious diseases,0.42040515
668,nhs mail,0.42016137
669,swine flu incubation period,0.41999608
670,contagious diseases,0.41995
671,norovirus uk,0.4197294
672,fever cure,0.41953063
673,ncov nhs,0.41950148
674,ebola in,0.41935754
675,pneumonia vaccine side effects,0.41923165
676,wine flu,0.4187364
677,nhs choices,0.41866642
678,covid19 in uk,0.41832003
679,boots flu,0.4181636
680,epidemic pandemic,0.41798556
681,rabies shot,0.41758323
682,hay fever cures,0.41680846
683,flu like symptoms,0.41680035
684,government healthcare,0.41665208
685,how did spanish flu end,0.41635296
686,nhs direct,0.41510367
687,smallpox virus,0.41509262
688,croydon health services,0.41469172
689,defra bird flu map,0.41468102
690,covid 19 cough,0.4143178
691,covid 19 uk,0.41426405
692,news ebola,0.4138056
693,gastric flu,0.4131117
694,ebola latest,0.41230822
695,nhs number,0.412105
696,antivirals for covid uk,0.4118119
697,meningitis vaccine side effects,0.4113715
698,fever virus,0.4107893
699,best hay fever medicine,0.41066438
700,b12 shot,0.4104598
701,hpv shot,0.40980786
702,journal of immunology,0.4093844
703,nhs emergency,0.40936786
704,symtoms of swine flu,0.40930474
705,cold medicine uk,0.40930355
706,pneumonia contagious,0.40905625
707,hay fever medication,0.4085088
708,nhs news,0.40846118
709,low immune system,0.40791875
710,nhs net,0.4076435
711,about ebola,0.40738776
712,medicine for hay fever,0.4072507
713,winter vomiting virus,0.40592754
714,how long do flu symptoms last,0.40592152
715,coronavirus in uk,0.4057043
716,pregnant nhs,0.40552014
717,fluu,0.4052564
718,norovirus immunity,0.4039294
719,ebola cases,0.40254143
720,signs of swine flu,0.40249762
721,boots cold and flu,0.4022257
722,nhs email,0.40130603
723,rabies vaccine for dogs,0.40130118
724,nhs jobs,0.40123641
725,viral cold,0.40066275
726,bronchitis contagious,0.4005632
727,winter virus,0.40055087
728,who ebola,0.40024814
729,nhs covid test,0.39971012
730,pregnancy nhs,0.39934668
731,cold or flu symptoms,0.3993377
732,ebola virus facts,0.39876494
733,covid vaccine side effects,0.3984813
734,gesundheit hospital,0.39843673
735,immune system boosters,0.39758265
736,the immune system,0.39753675
737,arthritis uk,0.3975168
738,cold fever,0.39736375
739,national health service,0.3970312
740,british medical,0.39693803
741,fever,0.39669493
742,injection,0.3965873
743,meningitis contagious,0.3965493
744,hay fever treatment,0.39612934
745,viral meningitis contagious,0.3955347
746,cold and flu tablets when pregnant,0.39537004
747,hay fever season,0.39535192
748,severe hay fever,0.3953387
749,hay fever treatments,0.39529687
750,autoimmune,0.395252
751,best medicine for hay fever,0.39506844
752,infection control,0.39498752
753,jobs in nhs,0.39497066
754,best cough medicine uk,0.3946864
755,hospital acquired infections,0.3946678
756,hay fever tablets,0.39416027
757,scarlet fever contagious,0.39385593
758,infected,0.3938547
759,virus outbreak,0.3937891
760,antibody,0.39362478
761,coronavirus uk,0.39355087
762,whooping cough,0.39326113
763,national healthcare,0.39209235
764,covid booster jab,0.3919995
765,hay fever remedy,0.39194888
766,fever medicine,0.39191613
767,nhs boss,0.39140198
768,catching a cold,0.39075
769,nhs phone number,0.39071962
770,respiratory infection,0.39062375
771,cold and flu symptoms,0.39048436
772,my nhs number,0.39047492
773,nhs pay,0.39035055
774,pandemic and epidemic,0.39000797
775,health protection scotland,0.38936687
776,injections,0.38936126
777,nhs app,0.38918167
778,flu like symptoms pregnant,0.38912106
779,nhs dentist,0.38907135
780,symptoms of the swine flu,0.38875157
781,symptoms swine flu,0.38872552
782,sublingual immunotherapy,0.38834003
783,coronavirus sneezing,0.3882898
784,nhs posters,0.38818732
785,can you take cold and flu medicine while pregnant,0.3881453
786,communicable diseases,0.387895
787,adaptive immunity,0.3872787
788,cold virus,0.38696533
789,sore throat nhs,0.38669962
790,nurses uk,0.38624936
791,covid 19,0.38574123
792,viral cough,0.3855389
793,nhs online,0.38552773
794,is ebola,0.38507164
795,hay fever or cold,0.38454273
796,mayo health clinic,0.38418847
797,flue pipe,0.38357174
798,autoimmunity,0.38336286
799,how long did the spanish flu last,0.38332373
800,smallpox,0.38278842
801,mayo clinic,0.382621
802,pandemic vs epidemic,0.3825737
803,healthcare,0.3824855
804,ebola hemorrhagic fever,0.38181907
805,centers for disease control,0.3817221
806,the nhs plan,0.3816036
807,centers for disease control and prevention,0.38144857
808,sick virus,0.38115287
809,outbreak movie,0.3811074
810,medicine uk,0.38108128
811,cough fever,0.38099223
812,norovirus contagious,0.38043597
813,current cold virus,0.38015905
814,health education england,0.3801472
815,auto immune,0.3793001
816,pneumonia,0.37850815
817,coronavirus latest uk,0.37848184
818,ebola sierra leone,0.37832272
819,hayfever medicine,0.37788832
820,b12 injections,0.37785628
821,swine flu symptoms in adults,0.37770286
822,when is a cold contagious,0.3776816
823,how is ebola spread,0.37762743
824,plague doctor mask,0.3775219
825,cough virus,0.37734973
826,childrens hayfever medicine,0.37731665
827,b12 injection,0.37707663
828,stomach flu symptoms,0.3768912
829,when are colds contagious,0.3765639
830,respiratory mask,0.3763734
831,pharyngitis nhs,0.3761259
832,h1n1 flu symptoms,0.37610728
833,ebola in sierra leone,0.3758816
834,is bronchitis contagious,0.37586442
835,cure a cold,0.37577105
836,medical uk,0.37565422
837,illnesses,0.37531084
838,stop sickness,0.3751892
839,center for disease control,0.3744822
840,mayo health,0.3744695
841,nhs temperature,0.3743828
842,symptoms of swine flu,0.37402594
843,british medical association,0.37362286
844,is a cold contagious,0.37347898
845,fluoxetine,0.37314576
846,antibodies,0.3727136
847,cold flu symptoms,0.37257648
848,nhs trust,0.372384
849,are colds contagious,0.3721248
850,sneezing covid,0.37187207
851,immune disorders,0.3716539
852,is meningitis contagious,0.37137216
853,your immune system,0.37121505
854,winter viruses,0.37105805
855,nursing uk,0.37079343
856,measles outbreak,0.37074155
857,is pneumonia contagious,0.3704585
858,cold contagious,0.3703816
859,coronavirus uk news,0.37028748
860,is scarlet fever contagious,0.37006992
861,hay fever allergy,0.3699352
862,getting rid of a cold,0.36986732
863,twin wall flue,0.36974078
864,royal london hospital,0.36966312
865,hospital uk,0.3692611
866,getting a cold,0.36920843
867,scarlet fever incubation,0.3689423
868,communicable disease,0.3686034
869,uk covid19,0.36820322
870,patient uk,0.36806944
871,clinic uk,0.36806938
872,public health agency,0.36797154
873,the mayo clinic,0.36776626
874,fluoride treatment,0.3677513
875,vomiting virus,0.3674515
876,infections,0.36738038
877,school of public health,0.3671399
878,is sneezing coronavirus,0.36668065
879,immune system diseases,0.3666339
880,nhs discount,0.36631212
881,bbc coronavirus,0.36626658
882,national health care,0.36564413
883,common cold,0.3654339
884,constant runny nose nhs,0.36537158
885,pandemic,0.36532563
886,systemic infection,0.3651679
887,croydon university hospital,0.3648833
888,coronavirus scotland,0.36485198
889,lassa fever,0.36482203
890,catch a cold,0.3647804
891,swine fever,0.36452353
892,nhs call centre,0.36437103
893,nature immunology,0.36415917
894,antiinflammatory,0.36399254
895,111 nhs,0.36396003
896,anti sickness,0.36393982
897,viral pneumonia,0.36377868
898,covid and sneezing,0.3636008
899,health protection agency,0.36355242
900,can you catch a cold,0.3634879
